/*** CONFIGURATION INFORMATION ***/
"Linux dstat"
"netSpeed = 1000"
"netBandwidth = 1250000"
"netFullDuplex = full"
"netSpeed.eno1 = 1000"
"netBandwidth.eno1 = 1250000"
"netFullDuplex.eno1 = full"
"netSpeed.veth0dd0907 = 10000"
"netBandwidth.veth0dd0907 = 12500000"
"netFullDuplex.veth0dd0907 = full"
"netSpeed.veth1054dea = 10000"
"netBandwidth.veth1054dea = 12500000"
"netFullDuplex.veth1054dea = full"
"netSpeed.veth1fdd3a3 = 10000"
"netBandwidth.veth1fdd3a3 = 12500000"
"netFullDuplex.veth1fdd3a3 = full"
"netSpeed.veth3b5195c = 10000"
"netBandwidth.veth3b5195c = 12500000"
"netFullDuplex.veth3b5195c = full"
"netSpeed.veth431deb5 = 10000"
"netBandwidth.veth431deb5 = 12500000"
"netFullDuplex.veth431deb5 = full"
"netSpeed.veth444c3c1 = 10000"
"netBandwidth.veth444c3c1 = 12500000"
"netFullDuplex.veth444c3c1 = full"
"netSpeed.veth7e0752f = 10000"
"netBandwidth.veth7e0752f = 12500000"
"netFullDuplex.veth7e0752f = full"
"netSpeed.veth857c02e = 10000"
"netBandwidth.veth857c02e = 12500000"
"netFullDuplex.veth857c02e = full"
"netSpeed.veth8661b53 = 10000"
"netBandwidth.veth8661b53 = 12500000"
"netFullDuplex.veth8661b53 = full"
"netSpeed.veth88176e2 = 10000"
"netBandwidth.veth88176e2 = 12500000"
"netFullDuplex.veth88176e2 = full"
"netSpeed.vethb5cc02b = 10000"
"netBandwidth.vethb5cc02b = 12500000"
"netFullDuplex.vethb5cc02b = full"
"netSpeed.vethb785b46 = 10000"
"netBandwidth.vethb785b46 = 12500000"
"netFullDuplex.vethb785b46 = full"
"netSpeed.vethd1af9e3 = 10000"
"netBandwidth.vethd1af9e3 = 12500000"
"netFullDuplex.vethd1af9e3 = full"
"netSpeed.vethd30c2f4 = 10000"
"netBandwidth.vethd30c2f4 = 12500000"
"netFullDuplex.vethd30c2f4 = full"
"netSpeed.vethfd4426a = 10000"
"netBandwidth.vethfd4426a = 12500000"
"netFullDuplex.vethfd4426a = full"
"os_name = Ubuntu 16.04.5 LTS"
"cpu_model = Intel(R) Xeon(R) Gold 5217 CPU @ 3.00GHz"
"cpu_cores = 32"
"cpu_sockets = 2"
"cpu_cores_per_socket = 8"
"cpu_threads_per_core = 2"
"memory_size = 97605088"
"swap_size = 1003516"
"timezoneOffset = -07:00"
"timezoneAbbrev = PDT"
"list_of_ssd = nvme0n1(INTEL SSDPE2KX040T8                     ), nvme1n1(INTEL SSDPE2KX040T8                     ), sda(INTEL SSDSCKJB48)"
"list_of_hdd = none"
"pagesize = 4096"
"list_of_md = "
"dataVersion = 6"
"comment = "

/*** START OF PROFILING OUTPUT ***/
"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","server02",,,,"User:","builder"
"Cmdline:","dstat --nocolor --noheaders --epoch --cpu --net -N eno1,veth0dd0907,veth1054dea,veth1fdd3a3,veth3b5195c,veth431deb5,veth444c3c1,veth7e0752f,veth857c02e,veth8661b53,veth88176e2,vethb5cc02b,vethb785b46,vethd1af9e3,vethd30c2f4,vethfd4426a,total -dD nvme0n1,nvme1n1,sda,loop0 --disk-time --disk-queue --io --mem --page --output .tmp_start_collection",,,,"Date:","25 Apr 2019 06:56:03 PDT"

"epoch","total cpu usage",,,,,,"net/eno1",,"net/veth0dd0907",,"net/veth1054dea",,"net/veth1fdd3a3",,"net/veth3b5195c",,"net/veth431deb5",,"net/veth444c3c1",,"net/veth7e0752f",,"net/veth857c02e",,"net/veth8661b53",,"net/veth88176e2",,"net/vethb5cc02b",,"net/vethb785b46",,"net/vethd1af9e3",,"net/vethd30c2f4",,"net/vethfd4426a",,"net/total",,"dsk/nvme0n1",,"dsk/nvme1n1",,"dsk/sda",,"dsk/loop0",,"tim/nvme0n1",,"tim/nvme1n1",,"tim/sda",,"tim/loop0",,"qu/nvme0n1","qu/nvme1n1","qu/sda","qu/loop0","io/nvme0n1",,"io/nvme1n1",,"io/sda",,"io/loop0",,"memory usage",,,,"paging",
1556201414.358,7.220,1.583,90.975,0.0,0.0,0.222,1232224.0,830153.0,165648.0,54518.0,0.0,0.0,725650.0,559478.0,358610.0,334826.0,0.0,0.0,495963.0,418784.0,0.0,0.0,412840.0,382662.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4580800.0,4959223.0,0.0,741376.0,0.0,0.0,0.0,20480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,0.0,0.0,0.0,3.0,0.0,0.0,18993541120.0,1668702208.0,25661452288.0,53623914496.0,0.0,0.0
1556201415.358,26.435,3.375,70.0,0.032,0.0,0.158,1354709.0,1056385.0,306402.0,65448.0,0.0,0.0,487209.0,433390.0,783367.0,613502.0,0.0,0.0,637967.0,526811.0,0.0,0.0,518469.0,441542.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5567943.0,5842403.0,0.0,1994752.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,388.0,0.0,0.0,0.0,0.0,0.0,0.0,19040821248.0,1668702208.0,25662664704.0,53575421952.0,0.0,0.0
1556201416.358,8.753,1.763,89.358,0.0,0.0,0.126,1392878.0,1064655.0,220130.0,55654.0,0.0,0.0,818386.0,626550.0,414194.0,362822.0,0.0,0.0,683762.0,523167.0,0.0,0.0,599136.0,491227.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5643054.0,5950519.0,0.0,1343488.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,19041308672.0,1668702208.0,25663889408.0,53573709824.0,0.0,0.0
1556201417.358,7.598,1.986,90.132,0.0,0.0,0.284,1229725.0,946426.0,416867.0,118133.0,0.0,0.0,612890.0,526602.0,562805.0,481557.0,0.0,0.0,546934.0,474698.0,0.0,0.0,490326.0,443000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5204506.0,5469637.0,0.0,2105344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,382.0,0.0,0.0,0.0,0.0,0.0,0.0,19042103296.0,1668702208.0,25665318912.0,53571485696.0,0.0,0.0
1556201418.358,8.822,2.142,88.784,0.0,0.0,0.252,1398421.0,1094354.0,306457.0,65630.0,0.0,0.0,720705.0,555451.0,676704.0,534606.0,0.0,0.0,625756.0,510351.0,0.0,0.0,605346.0,514695.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5900873.0,6189202.0,0.0,1937408.0,0.0,0.0,0.0,6365184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378.0,0.0,0.0,0.0,21.0,0.0,0.0,19043770368.0,1668702208.0,25666416640.0,53568720896.0,0.0,0.0
1556201419.358,10.082,2.324,87.312,0.031,0.0,0.251,1518558.0,1161777.0,386692.0,118625.0,0.0,0.0,612292.0,506130.0,898881.0,737117.0,0.0,0.0,678392.0,603702.0,0.0,0.0,484916.0,404807.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6215383.0,6544044.0,0.0,2064384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,377.0,0.0,0.0,0.0,0.0,0.0,0.0,19043659776.0,1668702208.0,25667768320.0,53567479808.0,0.0,0.0
1556201420.358,8.536,1.992,89.251,0.0,0.0,0.221,1354545.0,1069828.0,306165.0,57445.0,0.0,0.0,699712.0,563729.0,530294.0,444556.0,0.0,0.0,644167.0,514933.0,0.0,0.0,648582.0,528183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5702199.0,5968838.0,0.0,1826816.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,348.0,0.0,0.0,0.0,0.0,0.0,0.0,19043368960.0,1668702208.0,25669136384.0,53566402560.0,0.0,0.0
1556201421.358,7.215,1.788,90.809,0.031,0.0,0.157,1112796.0,835247.0,252421.0,64733.0,0.0,0.0,601769.0,470388.0,651952.0,522272.0,0.0,0.0,577964.0,449513.0,0.0,0.0,198559.0,224338.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4600534.0,4859027.0,0.0,1581056.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306.0,0.0,0.0,0.0,0.0,0.0,0.0,19044663296.0,1668702208.0,25670164480.0,53564080128.0,0.0,0.0
1556201422.358,3.930,1.029,94.853,0.0,0.0,0.187,521802.0,423485.0,220518.0,55876.0,0.0,0.0,270646.0,231755.0,137010.0,124741.0,0.0,0.0,262119.0,244801.0,0.0,0.0,300377.0,251778.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2301054.0,2394039.0,0.0,1200128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.0,0.0,0.0,0.0,0.0,0.0,0.0,19044450304.0,1668702208.0,25670725632.0,53563731968.0,0.0,0.0
1556201423.358,5.106,1.513,93.098,0.0,0.0,0.284,844348.0,617073.0,0.0,0.0,0.0,0.0,432971.0,314719.0,382850.0,297294.0,0.0,0.0,325260.0,219230.0,0.0,0.0,370888.0,287134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3253121.0,3464050.0,0.0,0.0,0.0,0.0,0.0,24576.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,19044814848.0,1668702208.0,25671200768.0,53562892288.0,0.0,0.0
1556201424.358,7.685,1.781,90.316,0.031,0.0,0.187,1177668.0,841329.0,251925.0,64449.0,0.0,0.0,511012.0,439849.0,495074.0,428868.0,0.0,0.0,513219.0,467244.0,0.0,0.0,393139.0,356315.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4515561.0,4830156.0,0.0,1339392.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.0,0.0,0.0,0.0,0.0,0.0,0.0,19047641088.0,1668702208.0,25672192000.0,53559074816.0,0.0,0.0
1556201425.358,5.956,1.473,92.382,0.0,0.0,0.188,996814.0,638223.0,220836.0,56275.0,0.0,0.0,409243.0,348467.0,471102.0,394289.0,0.0,0.0,449447.0,380603.0,0.0,0.0,266291.0,305578.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3718913.0,4014738.0,0.0,1318912.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.0,0.0,0.0,0.0,0.0,0.0,0.0,19061747712.0,1668702208.0,25672966144.0,53544194048.0,0.0,0.0
1556201426.358,4.710,1.036,94.097,0.0,0.0,0.157,732353.0,531053.0,0.0,0.0,0.0,0.0,216820.0,166073.0,455002.0,431155.0,0.0,0.0,287980.0,206001.0,0.0,0.0,276947.0,160177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2742109.0,2963878.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19077570560.0,1668702208.0,25673486336.0,53527851008.0,0.0,0.0
1556201427.358,6.339,1.577,91.958,0.0,0.0,0.126,890234.0,730393.0,417786.0,119293.0,0.0,0.0,565657.0,496844.0,617421.0,402810.0,0.0,0.0,258791.0,310626.0,0.0,0.0,204138.0,272890.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3978079.0,4133421.0,0.0,2179072.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491.0,0.0,0.0,0.0,0.0,0.0,0.0,19115712512.0,1668702208.0,25674481664.0,53488713728.0,0.0,0.0
1556201428.358,8.107,1.956,89.779,0.0,0.0,0.158,1284339.0,929846.0,306509.0,64909.0,0.0,0.0,619865.0,515459.0,450042.0,432769.0,0.0,0.0,668824.0,554825.0,0.0,0.0,443642.0,407505.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5091016.0,5424359.0,0.0,1789952.0,0.0,0.0,0.0,6164480.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243.0,0.0,0.0,0.0,29.0,0.0,0.0,19178627072.0,1668702208.0,25675616256.0,53424664576.0,0.0,0.0
1556201429.358,10.272,2.591,86.887,0.0,0.0,0.250,1538820.0,1192633.0,165693.0,53941.0,0.0,0.0,913622.0,677926.0,471055.0,376500.0,0.0,0.0,604440.0,460061.0,0.0,0.0,836554.0,635552.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6228863.0,6551214.0,0.0,765952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,19256037376.0,1668702208.0,25676640256.0,53346230272.0,0.0,0.0
1556201430.358,11.083,2.373,86.232,0.031,0.0,0.281,1591214.0,1253105.0,306710.0,65854.0,0.0,0.0,999676.0,751217.0,782925.0,619545.0,0.0,0.0,705824.0,570076.0,0.0,0.0,471020.0,430189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6652118.0,6967381.0,0.0,1986560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,387.0,0.0,0.0,0.0,0.0,0.0,0.0,19334856704.0,1668702208.0,25677987840.0,53266063360.0,0.0,0.0
1556201431.358,49.485,7.020,43.276,0.094,0.0,0.125,1457897.0,1109435.0,386366.0,118289.0,0.0,0.0,1013938.0,767407.0,669095.0,549935.0,0.0,0.0,413537.0,416571.0,0.0,0.0,481786.0,447376.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5978779.0,6313511.0,0.0,2035712.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.0,0.0,0.0,0.0,0.0,0.0,0.0,19445886976.0,1668702208.0,25679331328.0,53153689600.0,0.0,0.0
1556201432.357,9.174,2.011,88.564,0.031,0.0,0.220,1506501.0,1197369.0,306442.0,57550.0,0.0,0.0,825908.0,644534.0,615409.0,502139.0,0.0,0.0,623256.0,494813.0,0.0,0.0,799362.0,612133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6388657.0,6664743.0,0.0,1871872.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,355.0,0.0,0.0,0.0,0.0,0.0,0.0,19448918016.0,1668702208.0,25680781312.0,53149208576.0,0.0,0.0
1556201433.358,10.122,1.999,87.566,0.0,0.0,0.312,1567560.0,1296681.0,252077.0,64605.0,0.0,0.0,1034591.0,735530.0,560759.0,449603.0,0.0,0.0,556765.0,453208.0,0.0,0.0,846067.0,636370.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6636330.0,6886315.0,0.0,1433600.0,0.0,0.0,0.0,4825088.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263.0,0.0,0.0,0.0,13.0,0.0,0.0,19452375040.0,1668702208.0,25682178048.0,53144354816.0,0.0,0.0
1556201434.358,7.806,1.818,90.219,0.031,0.0,0.125,1195047.0,916830.0,386436.0,118548.0,0.0,0.0,863943.0,667780.0,571797.0,476195.0,0.0,0.0,331602.0,329862.0,0.0,0.0,371897.0,359149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5010086.0,5268779.0,0.0,1896448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,348.0,0.0,0.0,0.0,0.0,0.0,0.0,19453878272.0,1668702208.0,25683431424.0,53141598208.0,0.0,0.0
1556201435.358,4.629,1.189,94.026,0.0,0.0,0.156,703895.0,588029.0,85780.0,1569.0,0.0,0.0,448263.0,322868.0,438288.0,307045.0,0.0,0.0,143906.0,130445.0,0.0,0.0,365527.0,273230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3019631.0,3127461.0,0.0,696320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,19453235200.0,1668702208.0,25684111360.0,53141561344.0,0.0,0.0
1556201436.358,0.063,0.125,99.812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.0,290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19453247488.0,1668702208.0,25684131840.0,53141528576.0,0.0,0.0
1556201437.358,0.094,0.188,99.718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19452739584.0,1668702208.0,25684131840.0,53142036480.0,0.0,0.0
1556201438.358,0.689,0.282,98.966,0.031,0.0,0.031,144993.0,86333.0,0.0,0.0,0.0,0.0,0.0,0.0,143453.0,114689.0,0.0,0.0,61261.0,65767.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,472939.0,527985.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19452035072.0,1668702208.0,25684201472.0,53142671360.0,0.0,0.0
1556201439.358,1.126,0.563,98.279,0.0,0.0,0.031,183702.0,150662.0,0.0,0.0,0.0,0.0,0.0,0.0,172350.0,121504.0,0.0,0.0,186625.0,127215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,759256.0,789152.0,0.0,0.0,0.0,0.0,0.0,20480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,19451359232.0,1668702208.0,25684303872.0,53143244800.0,0.0,0.0
1556201440.358,5.407,1.572,92.927,0.0,0.0,0.094,918968.0,690199.0,0.0,0.0,0.0,0.0,473378.0,341296.0,283450.0,227907.0,0.0,0.0,323928.0,251427.0,0.0,0.0,555015.0,389394.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3540830.0,3754929.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19484012544.0,1668702208.0,25684787200.0,53110108160.0,0.0,0.0
1556201441.357,5.610,1.616,92.583,0.0,0.0,0.190,990177.0,652124.0,220683.0,55966.0,0.0,0.0,425177.0,379970.0,154501.0,209872.0,0.0,0.0,562551.0,460096.0,0.0,0.0,430105.0,393104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3728475.0,4045344.0,0.0,1257472.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238.0,0.0,0.0,0.0,0.0,0.0,0.0,19545280512.0,1668702208.0,25685438464.0,53048188928.0,0.0,0.0
1556201442.358,6.303,1.944,91.533,0.031,0.0,0.188,1028649.0,707169.0,0.0,0.0,0.0,0.0,298579.0,209272.0,832146.0,623898.0,0.0,0.0,437514.0,388416.0,0.0,0.0,164818.0,111677.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3782433.0,4082429.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19592331264.0,1668702208.0,25686151168.0,53000425472.0,0.0,0.0
1556201443.358,0.439,0.376,99.185,0.0,0.0,0.0,81804.0,131123.0,0.0,0.0,0.0,0.0,0.0,0.0,34276.0,6818.0,0.0,0.0,183867.0,103572.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,457404.0,411987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19603161088.0,1668702208.0,25686302720.0,52989444096.0,0.0,0.0
1556201444.358,0.063,0.188,99.750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,19602780160.0,1668702208.0,25686302720.0,52989825024.0,0.0,0.0
1556201445.358,0.031,0.375,99.593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19601424384.0,1668702208.0,25686302720.0,52991180800.0,0.0,0.0
1556201446.358,0.094,0.219,99.687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19600912384.0,1668702208.0,25686306816.0,52991688704.0,0.0,0.0
1556201447.358,0.031,0.157,99.812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,19599818752.0,1668702208.0,25686306816.0,52992782336.0,0.0,0.0
1556201448.358,3.071,0.846,96.020,0.031,0.0,0.031,256343.0,137259.0,251880.0,64336.0,0.0,0.0,151283.0,186750.0,5152.0,62998.0,0.0,0.0,3776.0,62734.0,0.0,0.0,145687.0,181166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1001671.0,1112999.0,0.0,1388544.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0,19621359616.0,1668702208.0,25686728704.0,52970819584.0,0.0,0.0
1556201449.358,7.250,2.166,90.364,0.0,0.0,0.220,1174813.0,844804.0,220617.0,55892.0,0.0,0.0,498145.0,418052.0,573594.0,472662.0,0.0,0.0,420147.0,377804.0,0.0,0.0,505384.0,424044.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4596092.0,4903193.0,0.0,1417216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272.0,0.0,0.0,0.0,0.0,0.0,0.0,19682795520.0,1668702208.0,25687572480.0,52908539904.0,0.0,0.0
