/*** CONFIGURATION INFORMATION ***/
"Linux dstat"
"netSpeed = 1000"
"netBandwidth = 1250000"
"netFullDuplex = full"
"netSpeed.eno1 = 1000"
"netBandwidth.eno1 = 1250000"
"netFullDuplex.eno1 = full"
"netSpeed.veth165e084 = 10000"
"netBandwidth.veth165e084 = 12500000"
"netFullDuplex.veth165e084 = full"
"netSpeed.veth476bbe7 = 10000"
"netBandwidth.veth476bbe7 = 12500000"
"netFullDuplex.veth476bbe7 = full"
"netSpeed.veth71caa76 = 10000"
"netBandwidth.veth71caa76 = 12500000"
"netFullDuplex.veth71caa76 = full"
"netSpeed.veth9720a50 = 10000"
"netBandwidth.veth9720a50 = 12500000"
"netFullDuplex.veth9720a50 = full"
"netSpeed.vetha7962eb = 10000"
"netBandwidth.vetha7962eb = 12500000"
"netFullDuplex.vetha7962eb = full"
"netSpeed.vethb741a0c = 10000"
"netBandwidth.vethb741a0c = 12500000"
"netFullDuplex.vethb741a0c = full"
"netSpeed.vethd8d6539 = 10000"
"netBandwidth.vethd8d6539 = 12500000"
"netFullDuplex.vethd8d6539 = full"
"netSpeed.vethfb15e38 = 10000"
"netBandwidth.vethfb15e38 = 12500000"
"netFullDuplex.vethfb15e38 = full"
"os_name = Ubuntu 16.04.5 LTS"
"cpu_model = Intel(R) Xeon(R) Gold 5217 CPU @ 3.00GHz"
"cpu_cores = 32"
"cpu_sockets = 2"
"cpu_cores_per_socket = 8"
"cpu_threads_per_core = 2"
"memory_size = 97605088"
"swap_size = 1003516"
"timezoneOffset = -07:00"
"timezoneAbbrev = PDT"
"list_of_ssd = nvme0n1(INTEL SSDPE2KX040T8                     ), nvme1n1(INTEL SSDPE2KX040T8                     ), sda(INTEL SSDSCKJB48)"
"list_of_hdd = none"
"pagesize = 4096"
"list_of_md = "
"dataVersion = 6"
"comment = "

/*** START OF PROFILING OUTPUT ***/
"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","server02",,,,"User:","builder"
"Cmdline:","dstat --nocolor --noheaders --epoch --cpu --net -N eno1,veth165e084,veth476bbe7,veth71caa76,veth9720a50,vetha7962eb,vethb741a0c,vethd8d6539,vethfb15e38,total -dD nvme0n1,nvme1n1,sda,loop0 --disk-time --disk-queue --io --mem --page --output .tmp_start_collection",,,,"Date:","25 Apr 2019 06:24:52 PDT"

"epoch","total cpu usage",,,,,,"net/eno1",,"net/veth165e084",,"net/veth476bbe7",,"net/veth71caa76",,"net/veth9720a50",,"net/vetha7962eb",,"net/vethb741a0c",,"net/vethd8d6539",,"net/vethfb15e38",,"net/total",,"dsk/nvme0n1",,"dsk/nvme1n1",,"dsk/sda",,"dsk/loop0",,"tim/nvme0n1",,"tim/nvme1n1",,"tim/sda",,"tim/loop0",,"qu/nvme0n1","qu/nvme1n1","qu/sda","qu/loop0","io/nvme0n1",,"io/nvme1n1",,"io/sda",,"io/loop0",,"memory usage",,,,"paging",
1556199407.689,52.375,8.065,36.850,0.733,0.0,1.976,10875721.0,5529319.0,2786948.0,7854276.0,2670162.0,7838681.0,2697668.0,6866134.0,0.0,0.0,2643239.0,8004460.0,24506506.0,6737197.0,0.0,0.0,0.0,0.0,53988700.0,59281219.0,0.0,306081792.0,0.0,0.0,0.0,106496.0,0.0,0.0,0.0,1164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26573.0,0.0,0.0,0.0,8.0,0.0,0.0,8432467968.0,1668268032.0,34798329856.0,55048544256.0,0.0,0.0
1556199408.689,51.092,7.482,38.760,0.417,0.0,2.248,10838364.0,5627303.0,2821348.0,7790351.0,2707210.0,7783586.0,2743375.0,7209914.0,0.0,0.0,2652960.0,7673796.0,24337487.0,6672883.0,0.0,0.0,0.0,0.0,54062075.0,59225722.0,0.0,222011392.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,840.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,24309.0,0.0,0.0,0.0,0.0,0.0,0.0,8425431040.0,1668268032.0,34770358272.0,55083552768.0,0.0,0.0
1556199409.689,50.211,7.308,39.818,0.422,0.0,2.241,10838045.0,5667652.0,2809502.0,7757330.0,2680937.0,7766671.0,2790132.0,7954427.0,0.0,0.0,2696381.0,7445340.0,24791382.0,6680763.0,0.0,0.0,0.0,0.0,54625473.0,59749814.0,0.0,176697344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22929.0,0.0,0.0,0.0,0.0,0.0,0.0,8430403584.0,1668268032.0,34790162432.0,55058776064.0,0.0,0.0
1556199410.688,50.606,6.505,40.466,0.287,0.0,2.136,10842911.0,5677282.0,2826945.0,7845395.0,2711321.0,7835975.0,2790612.0,7734939.0,0.0,0.0,2653688.0,7842414.0,25162551.0,6701839.0,0.0,0.0,0.0,0.0,54988902.0,60105000.0,0.0,116137984.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,348.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20214.0,0.0,0.0,0.0,0.0,0.0,0.0,8429801472.0,1668268032.0,34826829824.0,55022710784.0,0.0,0.0
1556199411.689,50.999,6.347,40.432,0.322,0.0,1.901,10828070.0,5703715.0,2860777.0,7753192.0,2730948.0,7748378.0,2785958.0,7557425.0,0.0,0.0,2647419.0,8324336.0,25243910.0,6675277.0,0.0,0.0,0.0,0.0,55155770.0,60248178.0,0.0,122249216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21012.0,0.0,0.0,0.0,0.0,0.0,0.0,8428834816.0,1668268032.0,34859790336.0,54990716928.0,0.0,0.0
1556199412.689,50.256,6.763,40.609,0.288,0.0,2.083,10782424.0,5674272.0,2793440.0,7771648.0,2667199.0,7767788.0,2808975.0,8289077.0,0.0,0.0,2692106.0,7807251.0,25542914.0,6641074.0,0.0,0.0,0.0,0.0,55275582.0,60337919.0,0.0,117469184.0,0.0,0.0,0.0,20480.0,0.0,0.0,0.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20260.0,0.0,0.0,0.0,3.0,0.0,0.0,8430567424.0,1668268032.0,34891919360.0,54956855296.0,0.0,0.0
1556199413.689,52.029,7.351,37.935,0.479,0.0,2.205,10920631.0,5635804.0,2812713.0,7890754.0,2696220.0,7897473.0,2774438.0,7499177.0,0.0,0.0,2673847.0,7866404.0,25038777.0,6768629.0,0.0,0.0,0.0,0.0,54875198.0,60093344.0,0.0,216920064.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,852.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,24218.0,0.0,0.0,0.0,0.0,0.0,0.0,8434663424.0,1668272128.0,35010256896.0,54834417664.0,0.0,0.0
1556199414.689,53.200,6.915,37.022,0.579,0.0,2.284,10822211.0,5569836.0,2771521.0,7785968.0,2644588.0,7767616.0,2766003.0,7539391.0,0.0,0.0,2647309.0,7567842.0,24610503.0,6676249.0,0.0,0.0,0.0,0.0,54092392.0,59277665.0,0.0,297086976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1044.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,25149.0,0.0,0.0,0.0,0.0,0.0,0.0,8437514240.0,1668272128.0,35106930688.0,54734893056.0,0.0,0.0
1556199415.689,52.601,7.820,36.898,0.798,0.0,1.883,10735667.0,5497695.0,2752309.0,7713026.0,2669916.0,7732623.0,2722664.0,7151407.0,0.0,0.0,2587130.0,7268204.0,23821015.0,6593628.0,0.0,0.0,0.0,0.0,53064062.0,58226826.0,0.0,338673664.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1336.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,28283.0,0.0,0.0,0.0,0.0,0.0,0.0,8437936128.0,1668272128.0,35099996160.0,54741405696.0,0.0,0.0
1556199416.689,52.392,7.801,37.111,0.706,0.0,1.990,10902357.0,5567801.0,2771325.0,7866210.0,2666531.0,7873218.0,2759939.0,7393991.0,0.0,0.0,2636583.0,6663057.0,23718702.0,6727956.0,0.0,0.0,0.0,0.0,53294772.0,58594539.0,0.0,318578688.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27178.0,0.0,0.0,0.0,0.0,0.0,0.0,8439844864.0,1668280320.0,35085848576.0,54753636352.0,0.0,0.0
1556199417.689,51.353,7.120,38.918,0.451,0.0,2.159,10798182.0,5602101.0,2802442.0,7683397.0,2683047.0,7682264.0,2754637.0,7334320.0,0.0,0.0,2642815.0,7522629.0,24129143.0,6660006.0,0.0,0.0,0.0,0.0,53753257.0,58856239.0,0.0,225935360.0,0.0,0.0,0.0,20480.0,0.0,0.0,0.0,1228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24688.0,0.0,0.0,0.0,3.0,0.0,0.0,8438398976.0,1668280320.0,35083423744.0,54757507072.0,0.0,0.0
1556199418.688,50.240,7.534,39.564,0.417,0.0,2.244,10845856.0,5629602.0,2820775.0,7930655.0,2702348.0,7928107.0,2760390.0,7494862.0,0.0,0.0,2648790.0,8171532.0,25428779.0,6707207.0,0.0,0.0,0.0,0.0,55151233.0,60340293.0,0.0,196796416.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23721.0,0.0,0.0,0.0,0.0,0.0,0.0,8439287808.0,1668284416.0,35111968768.0,54728069120.0,0.0,0.0
1556199419.689,50.661,7.300,39.585,0.378,0.0,2.077,10884455.0,5721567.0,2827781.0,7793139.0,2671762.0,7784094.0,2833237.0,8079574.0,0.0,0.0,2707842.0,7888947.0,25411353.0,6712607.0,0.0,0.0,0.0,0.0,55394767.0,60511896.0,0.0,128954368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20604.0,0.0,0.0,0.0,0.0,0.0,0.0,8436994048.0,1668284416.0,35140816896.0,54701514752.0,0.0,0.0
1556199420.689,50.655,6.611,40.530,0.287,0.0,1.916,10726275.0,5637551.0,2818611.0,7761386.0,2706507.0,7766705.0,2753943.0,7885730.0,0.0,0.0,2621562.0,7981658.0,25341495.0,6620036.0,0.0,0.0,0.0,0.0,54918521.0,59958913.0,0.0,116445184.0,0.0,0.0,0.0,57528320.0,0.0,0.0,0.0,332.0,0.0,0.0,0.0,10604.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20329.0,0.0,0.0,0.0,114.0,0.0,0.0,8441520128.0,1668288512.0,35175788544.0,54662012928.0,0.0,0.0
1556199421.689,49.270,6.747,41.810,0.259,0.0,1.914,10928691.0,5723352.0,2830828.0,7857262.0,2712067.0,7855853.0,2846957.0,7911119.0,0.0,0.0,2727431.0,7805946.0,25226836.0,6722502.0,0.0,0.0,0.0,0.0,55362673.0,60492973.0,0.0,115789824.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20117.0,0.0,0.0,0.0,0.0,0.0,0.0,8437518336.0,1668288512.0,35214278656.0,54627524608.0,0.0,0.0
1556199422.689,51.053,7.321,39.035,0.518,0.0,2.073,10864264.0,5629541.0,2766224.0,7792562.0,2678969.0,7796251.0,2787392.0,7737105.0,0.0,0.0,2665467.0,7965394.0,25200768.0,6704604.0,0.0,0.0,0.0,0.0,54918562.0,60123639.0,0.0,213991424.0,0.0,0.0,0.0,106496.0,0.0,0.0,0.0,988.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24033.0,0.0,0.0,0.0,8.0,0.0,0.0,8442761216.0,1668292608.0,35327750144.0,54508806144.0,0.0,0.0
1556199423.689,52.643,7.786,37.103,0.577,0.0,1.890,10843371.0,5609136.0,2815504.0,7805249.0,2671222.0,7790617.0,2758208.0,7569919.0,0.0,0.0,2657178.0,7803791.0,24871081.0,6677358.0,0.0,0.0,0.0,0.0,54534937.0,59703563.0,0.0,277975040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1052.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24841.0,0.0,0.0,0.0,0.0,0.0,0.0,8449302528.0,1668292608.0,35409739776.0,54420275200.0,0.0,0.0
1556199424.689,51.593,8.368,37.238,0.740,0.0,2.060,10762206.0,5482692.0,2722230.0,7717151.0,2638035.0,7734061.0,2752097.0,7755474.0,0.0,0.0,2591410.0,7278108.0,24449044.0,6642518.0,0.0,0.0,0.0,0.0,53695836.0,58904620.0,0.0,338743296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,27466.0,0.0,0.0,0.0,0.0,0.0,0.0,8448258048.0,1668292608.0,35426422784.0,54404636672.0,0.0,0.0
1556199425.689,51.704,8.489,37.106,0.643,0.0,2.058,10773676.0,5537895.0,2771272.0,7790667.0,2663241.0,7791443.0,2750841.0,7208170.0,0.0,0.0,2602595.0,6861505.0,23597120.0,6624400.0,0.0,0.0,0.0,0.0,52974764.0,58150722.0,0.0,310038528.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,768.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27196.0,0.0,0.0,0.0,0.0,0.0,0.0,8447930368.0,1668292608.0,35399634944.0,54431752192.0,0.0,0.0
1556199426.689,52.556,7.336,37.663,0.508,0.0,1.937,10961412.0,5659887.0,2805438.0,7845442.0,2678246.0,7841199.0,2794884.0,7429022.0,0.0,0.0,2703449.0,7746271.0,24686872.0,6769035.0,0.0,0.0,0.0,0.0,54661419.0,59932370.0,0.0,248766464.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25535.0,0.0,0.0,0.0,0.0,0.0,0.0,8448221184.0,1668292608.0,35392655360.0,54438440960.0,0.0,0.0
1556199427.689,50.032,7.450,40.077,0.450,0.0,1.991,10792272.0,5620902.0,2814045.0,7772520.0,2703723.0,7774226.0,2748640.0,7193978.0,0.0,0.0,2650295.0,7554673.0,24169839.0,6647458.0,0.0,0.0,0.0,0.0,53857731.0,58989091.0,0.0,198791168.0,0.0,0.0,0.0,20480.0,0.0,0.0,0.0,768.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23511.0,0.0,0.0,0.0,3.0,0.0,0.0,8450740224.0,1668296704.0,35429904384.0,54398668800.0,0.0,0.0
1556199428.689,50.732,7.038,39.841,0.350,0.0,2.038,10939393.0,5700485.0,2835256.0,7854987.0,2710722.0,7853985.0,2826894.0,7606550.0,0.0,0.0,2697173.0,8043396.0,25177538.0,6748381.0,0.0,0.0,0.0,0.0,55255951.0,60465111.0,0.0,146845696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,604.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21619.0,0.0,0.0,0.0,0.0,0.0,0.0,8449347584.0,1668300800.0,35458519040.0,54371442688.0,0.0,0.0
1556199429.689,48.968,7.226,41.097,0.323,0.0,2.387,10980065.0,5768836.0,2854474.0,7839220.0,2739087.0,7882832.0,2833277.0,8604761.0,0.0,0.0,2691501.0,7958969.0,26128435.0,6790328.0,0.0,0.0,0.0,0.0,56389321.0,61544646.0,0.0,117936128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20485.0,0.0,0.0,0.0,0.0,0.0,0.0,8444420096.0,1668300800.0,35497324544.0,54337564672.0,0.0,0.0
1556199430.689,49.826,6.973,40.856,0.222,0.0,2.124,10713232.0,5690590.0,2851536.0,7747049.0,2726421.0,7711974.0,2788987.0,8018410.0,0.0,0.0,2651838.0,7706997.0,25027553.0,6579478.0,0.0,0.0,0.0,0.0,54808674.0,59820905.0,0.0,116420608.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20163.0,0.0,0.0,0.0,0.0,0.0,0.0,8449343488.0,1668300800.0,35533668352.0,54296297472.0,0.0,0.0
1556199431.689,50.484,7.494,39.341,0.452,0.0,2.229,10873504.0,5642401.0,2800567.0,7831270.0,2680462.0,7822403.0,2798345.0,7525061.0,0.0,0.0,2666916.0,7797223.0,24973250.0,6707307.0,0.0,0.0,0.0,0.0,54769605.0,59829276.0,0.0,198316032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,996.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22913.0,0.0,0.0,0.0,0.0,0.0,0.0,8451289088.0,1668308992.0,35641315328.0,54186696704.0,0.0,0.0
1556199432.689,51.497,7.757,38.075,0.644,0.0,2.028,10835336.0,5562781.0,2807611.0,7807879.0,2669546.0,7808338.0,2738864.0,7399754.0,0.0,0.0,2621411.0,7736832.0,24585951.0,6689017.0,0.0,0.0,0.0,0.0,54125106.0,59430527.0,0.0,262791168.0,0.0,0.0,0.0,20480.0,0.0,0.0,0.0,1152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24945.0,0.0,0.0,0.0,3.0,0.0,0.0,8456802304.0,1668313088.0,35706511360.0,54115983360.0,0.0,0.0
1556199433.689,52.418,8.357,36.471,0.704,0.0,2.049,10872176.0,5553891.0,2752618.0,7822558.0,2656195.0,7832591.0,2758017.0,7049788.0,0.0,0.0,2627653.0,7277271.0,23877040.0,6703458.0,0.0,0.0,0.0,0.0,53392913.0,58693540.0,0.0,347136000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27713.0,0.0,0.0,0.0,0.0,0.0,0.0,8454557696.0,1668313088.0,35734261760.0,54090477568.0,0.0,0.0
1556199434.689,52.528,8.028,36.789,0.632,0.0,2.023,10766844.0,5553468.0,2763349.0,7738934.0,2633613.0,7722149.0,2770383.0,7355057.0,0.0,0.0,2637817.0,6906016.0,23662621.0,6628914.0,0.0,0.0,0.0,0.0,53082418.0,58247909.0,0.0,306724864.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1176.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,27026.0,0.0,0.0,0.0,0.0,0.0,0.0,8448000000.0,1668313088.0,35717316608.0,54113980416.0,0.0,0.0
1556199435.689,52.138,7.682,37.512,0.546,0.0,2.122,10923848.0,5618249.0,2817551.0,7863577.0,2736672.0,7871679.0,2739339.0,7499839.0,0.0,0.0,2630663.0,7600213.0,24708527.0,6745195.0,0.0,0.0,0.0,0.0,54502385.0,59770881.0,0.0,263909376.0,0.0,0.0,0.0,57577472.0,0.0,0.0,0.0,1184.0,0.0,0.0,0.0,10720.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,25568.0,0.0,0.0,0.0,114.0,0.0,0.0,8456347648.0,1668313088.0,35819970560.0,54002978816.0,0.0,0.0
1556199436.689,49.920,8.288,39.296,0.416,0.0,2.080,10851254.0,5631136.0,2794377.0,7752880.0,2689597.0,7808574.0,2770859.0,7404092.0,0.0,0.0,2685466.0,7815355.0,24657668.0,6673525.0,0.0,0.0,0.0,0.0,54427144.0,59577310.0,0.0,200380416.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,888.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23628.0,0.0,0.0,0.0,0.0,0.0,0.0,8457650176.0,1668313088.0,35760902144.0,54060744704.0,0.0,0.0
1556199437.689,50.789,7.081,39.427,0.418,0.0,2.285,10824544.0,5664365.0,2834123.0,7822811.0,2708249.0,7775092.0,2759840.0,7384580.0,0.0,0.0,2649607.0,7712367.0,24558932.0,6663622.0,0.0,0.0,0.0,0.0,54330816.0,59489416.0,0.0,168824832.0,0.0,0.0,0.0,110592.0,0.0,0.0,0.0,612.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22417.0,0.0,0.0,0.0,8.0,0.0,0.0,8455831552.0,1668313088.0,35778424832.0,54045040640.0,0.0,0.0
1556199438.689,49.101,7.611,40.591,0.321,0.0,2.376,10850489.0,5661316.0,2816110.0,7791570.0,2673159.0,7798141.0,2781147.0,7873715.0,0.0,0.0,2666983.0,8052385.0,25443373.0,6697114.0,0.0,0.0,0.0,0.0,55189993.0,60309830.0,0.0,115277824.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19995.0,0.0,0.0,0.0,0.0,0.0,0.0,8457211904.0,1668313088.0,35816210432.0,54005874688.0,0.0,0.0
1556199439.689,49.871,7.175,40.605,0.290,0.0,2.059,10868933.0,5741788.0,2835040.0,7850930.0,2745454.0,7859674.0,2840032.0,8627989.0,0.0,0.0,2655427.0,7791466.0,26061797.0,6735587.0,0.0,0.0,0.0,0.0,56116750.0,61153503.0,0.0,116219904.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20162.0,0.0,0.0,0.0,0.0,0.0,0.0,8455106560.0,1668317184.0,35855564800.0,53968621568.0,0.0,0.0
1556199440.689,51.885,7.349,38.454,0.475,0.0,1.837,10836093.0,5634990.0,2801993.0,7798565.0,2679377.0,7786785.0,2776351.0,7598347.0,0.0,0.0,2658330.0,7933041.0,24971867.0,6681355.0,0.0,0.0,0.0,0.0,54667722.0,59871591.0,0.0,215408640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,732.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24008.0,0.0,0.0,0.0,0.0,0.0,0.0,8456912896.0,1668325376.0,35975884800.0,53846487040.0,0.0,0.0
1556199441.688,51.842,7.562,37.808,0.609,0.0,2.179,10832269.0,5586240.0,2804986.0,7807332.0,2657542.0,7797392.0,2764108.0,7572684.0,0.0,0.0,2638452.0,7384394.0,24480602.0,6680482.0,0.0,0.0,0.0,0.0,54071855.0,59248153.0,0.0,256688128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,748.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24796.0,0.0,0.0,0.0,0.0,0.0,0.0,8463077376.0,1668325376.0,36016549888.0,53799657472.0,0.0,0.0
1556199442.689,51.524,8.236,37.419,0.713,0.0,2.108,10765072.0,5476547.0,2745984.0,7713579.0,2648298.0,7713776.0,2718989.0,6999906.0,0.0,0.0,2622372.0,7135610.0,23479639.0,6595786.0,0.0,0.0,0.0,0.0,52739594.0,57980910.0,0.0,332378112.0,0.0,0.0,0.0,20480.0,0.0,0.0,0.0,1544.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27140.0,0.0,0.0,0.0,3.0,0.0,0.0,8463151104.0,1668333568.0,36034465792.0,53781659648.0,0.0,0.0
1556199443.689,51.900,7.663,37.862,0.580,0.0,1.996,10837827.0,5559417.0,2812660.0,7855808.0,2693138.0,7856771.0,2744783.0,7499299.0,0.0,0.0,2599738.0,6977198.0,24109311.0,6706787.0,0.0,0.0,0.0,0.0,53683360.0,58884050.0,0.0,284520448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,996.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26852.0,0.0,0.0,0.0,0.0,0.0,0.0,8464248832.0,1668333568.0,36007911424.0,53807116288.0,0.0,0.0
1556199444.689,52.125,7.638,37.360,0.607,0.0,2.269,10903523.0,5634119.0,2806221.0,7813572.0,2691216.0,7855403.0,2804476.0,7579058.0,0.0,0.0,2672710.0,7108414.0,24148024.0,6712641.0,0.0,0.0,0.0,0.0,54010697.0,59297423.0,0.0,269398016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,888.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25993.0,0.0,0.0,0.0,0.0,0.0,0.0,8462827520.0,1668333568.0,36114362368.0,53702086656.0,0.0,0.0
1556199445.688,51.986,7.054,38.418,0.445,0.0,2.097,10678695.0,5592847.0,2798293.0,7673026.0,2679049.0,7632195.0,2737327.0,7577147.0,0.0,0.0,2634186.0,7762481.0,24618383.0,6550827.0,0.0,0.0,0.0,0.0,54054737.0,59055492.0,0.0,211890176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24159.0,0.0,0.0,0.0,0.0,0.0,0.0,8466264064.0,1668333568.0,36064620544.0,53748391936.0,0.0,0.0
1556199446.689,51.374,7.294,38.901,0.410,0.0,2.021,10970769.0,5662877.0,2816816.0,7938469.0,2683458.0,7918925.0,2785339.0,7572745.0,0.0,0.0,2666317.0,7978688.0,25301341.0,6798696.0,0.0,0.0,0.0,0.0,55204296.0,60464498.0,0.0,189812736.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,856.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23287.0,0.0,0.0,0.0,0.0,0.0,0.0,8466694144.0,1668333568.0,36099743744.0,53712838656.0,0.0,0.0
1556199447.689,50.048,7.204,40.516,0.319,0.0,1.913,10713620.0,5665412.0,2853934.0,7732324.0,2674588.0,7723466.0,2782461.0,7885071.0,0.0,0.0,2642719.0,7784162.0,25033225.0,6570496.0,0.0,0.0,0.0,0.0,54691256.0,59692818.0,0.0,115601408.0,0.0,0.0,0.0,20480.0,0.0,0.0,0.0,356.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20189.0,0.0,0.0,0.0,3.0,0.0,0.0,8466415616.0,1668333568.0,36134416384.0,53678444544.0,0.0,0.0
1556199448.689,50.206,7.199,40.184,0.254,0.0,2.157,11062428.0,5748120.0,2828822.0,7928794.0,2734316.0,7937060.0,2821270.0,7780829.0,0.0,0.0,2703990.0,7899281.0,25376565.0,6873966.0,0.0,0.0,0.0,0.0,55633611.0,60911297.0,0.0,116465664.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20172.0,0.0,0.0,0.0,0.0,0.0,0.0,8463081472.0,1668333568.0,36177268736.0,53638926336.0,0.0,0.0
