/*** CONFIGURATION INFORMATION ***/
"Linux dstat"
"netSpeed = 1000"
"netBandwidth = 1250000"
"netFullDuplex = full"
"netSpeed.eno1 = 1000"
"netBandwidth.eno1 = 1250000"
"netFullDuplex.eno1 = full"
"netSpeed.veth089fd56 = 10000"
"netBandwidth.veth089fd56 = 12500000"
"netFullDuplex.veth089fd56 = full"
"netSpeed.veth4cdc7c7 = 10000"
"netBandwidth.veth4cdc7c7 = 12500000"
"netFullDuplex.veth4cdc7c7 = full"
"netSpeed.veth5ac9023 = 10000"
"netBandwidth.veth5ac9023 = 12500000"
"netFullDuplex.veth5ac9023 = full"
"netSpeed.veth80425ff = 10000"
"netBandwidth.veth80425ff = 12500000"
"netFullDuplex.veth80425ff = full"
"netSpeed.veth8518d0d = 10000"
"netBandwidth.veth8518d0d = 12500000"
"netFullDuplex.veth8518d0d = full"
"netSpeed.veth976ff36 = 10000"
"netBandwidth.veth976ff36 = 12500000"
"netFullDuplex.veth976ff36 = full"
"netSpeed.vethb13f83f = 10000"
"netBandwidth.vethb13f83f = 12500000"
"netFullDuplex.vethb13f83f = full"
"netSpeed.vethb65a4e5 = 10000"
"netBandwidth.vethb65a4e5 = 12500000"
"netFullDuplex.vethb65a4e5 = full"
"netSpeed.vethbf54e26 = 10000"
"netBandwidth.vethbf54e26 = 12500000"
"netFullDuplex.vethbf54e26 = full"
"netSpeed.vethdd763d2 = 10000"
"netBandwidth.vethdd763d2 = 12500000"
"netFullDuplex.vethdd763d2 = full"
"netSpeed.vethe8a6377 = 10000"
"netBandwidth.vethe8a6377 = 12500000"
"netFullDuplex.vethe8a6377 = full"
"os_name = Ubuntu 16.04.5 LTS"
"cpu_model = Intel(R) Xeon(R) Gold 5217 CPU @ 3.00GHz"
"cpu_cores = 32"
"cpu_sockets = 2"
"cpu_cores_per_socket = 8"
"cpu_threads_per_core = 2"
"memory_size = 97605088"
"swap_size = 1003516"
"timezoneOffset = -07:00"
"timezoneAbbrev = PDT"
"list_of_ssd = nvme0n1(INTEL SSDPE2KX040T8                     ), nvme1n1(INTEL SSDPE2KX040T8                     ), sda(INTEL SSDSCKJB48)"
"list_of_hdd = none"
"pagesize = 4096"
"list_of_md = "
"dataVersion = 6"
"comment = "

/*** START OF PROFILING OUTPUT ***/
"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","server02",,,,"User:","builder"
"Cmdline:","dstat --nocolor --noheaders --epoch --cpu --net -N eno1,veth089fd56,veth4cdc7c7,veth5ac9023,veth80425ff,veth8518d0d,veth976ff36,vethb13f83f,vethb65a4e5,vethbf54e26,vethdd763d2,vethe8a6377,total -dD nvme0n1,nvme1n1,sda,loop0 --disk-time --disk-queue --io --mem --page --output .tmp_start_collection",,,,"Date:","25 Apr 2019 07:21:25 PDT"

"epoch","total cpu usage",,,,,,"net/eno1",,"net/veth089fd56",,"net/veth4cdc7c7",,"net/veth5ac9023",,"net/veth80425ff",,"net/veth8518d0d",,"net/veth976ff36",,"net/vethb13f83f",,"net/vethb65a4e5",,"net/vethbf54e26",,"net/vethdd763d2",,"net/vethe8a6377",,"net/total",,"dsk/nvme0n1",,"dsk/nvme1n1",,"dsk/sda",,"dsk/loop0",,"tim/nvme0n1",,"tim/nvme1n1",,"tim/sda",,"tim/loop0",,"qu/nvme0n1","qu/nvme1n1","qu/sda","qu/loop0","io/nvme0n1",,"io/nvme1n1",,"io/sda",,"io/loop0",,"memory usage",,,,"paging",
1556202117.852,3.442,1.283,95.088,0.031,0.0,0.156,31076.0,62425.0,40051.0,17520.0,8265.0,14439.0,0.0,0.0,8266.0,14437.0,0.0,0.0,0.0,126.0,8490.0,14303.0,0.0,0.0,35321.0,10234.0,0.0,0.0,4993.0,1739.0,202788.0,178384.0,0.0,364544.0,0.0,0.0,0.0,712704.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,59.0,0.0,0.0,7447519232.0,1668702208.0,10718420992.0,80112967680.0,0.0,0.0
1556202118.851,6.818,5.177,87.626,0.063,0.0,0.316,12508.0,8328.0,1774.0,1657.0,2060.0,3411.0,0.0,0.0,2062.0,3478.0,0.0,0.0,0.0,0.0,2062.0,3344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27990.0,35461.0,0.0,0.0,0.0,0.0,0.0,4005888.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378.0,0.0,0.0,7497633792.0,1668702208.0,10718752768.0,80062521344.0,0.0,0.0
1556202119.851,70.720,8.497,20.752,0.0,0.0,0.032,309.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309.0,4493.0,0.0,0.0,0.0,0.0,0.0,61440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8467038208.0,1668702208.0,10733166592.0,79078703104.0,0.0,0.0
1556202120.851,91.214,5.879,2.908,0.0,0.0,0.0,1545.0,760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1545.0,5207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8310738944.0,1668702208.0,10772963328.0,79195205632.0,0.0,0.0
1556202121.851,77.510,6.692,15.798,0.0,0.0,0.0,309.0,152.0,42.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,379.0,3847.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7776567296.0,1668702208.0,10820665344.0,79681675264.0,0.0,0.0
1556202122.851,39.656,3.599,56.620,0.0,0.0,0.125,0.0,0.0,0.0,0.0,42.0,42.0,0.0,0.0,42.0,42.0,0.0,0.0,0.0,0.0,42.0,42.0,0.0,0.0,42.0,42.0,0.0,0.0,0.0,0.0,280.0,1593.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7736410112.0,1668702208.0,10845593600.0,79696904192.0,0.0,0.0
1556202123.851,16.227,2.354,80.603,0.628,0.0,0.188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,902.0,0.0,16384.0,0.0,0.0,0.0,103809024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31740.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,4.0,0.0,0.0,0.0,332.0,0.0,0.0,8728186880.0,1668702208.0,10872270848.0,78678450176.0,0.0,0.0
1556202124.852,6.929,3.745,88.702,0.062,0.0,0.562,618.0,304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5550.0,1.84467440737e+19,0.0,0.0,0.0,0.0,0.0,7106560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,0.0,0.0,7479005184.0,1668702208.0,10791133184.0,80008769536.0,0.0,0.0
1556202125.851,11.097,5.564,83.022,0.032,0.0,0.285,927.0,456.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.84467440737e+19,1.84467440737e+19,0.0,0.0,0.0,0.0,0.0,2732032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,0.0,0.0,7601930240.0,1668702208.0,10728521728.0,79948455936.0,0.0,0.0
1556202126.851,14.956,4.531,80.513,0.0,0.0,0.0,309.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309.0,399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7594770432.0,1668702208.0,10763911168.0,79920226304.0,0.0,0.0
1556202127.852,10.601,4.876,84.303,0.031,0.0,0.189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,2240512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,7529390080.0,1668702208.0,10874728448.0,79874789376.0,0.0,0.0
1556202128.852,5.708,6.181,87.733,0.221,0.0,0.158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12980224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,688.0,0.0,0.0,7609794560.0,1668702208.0,10790027264.0,79879086080.0,0.0,0.0
1556202129.851,5.252,3.428,91.132,0.031,0.0,0.157,22483.0,18941.0,7409.0,5861.0,7409.0,5737.0,0.0,0.0,7574.0,5829.0,0.0,0.0,0.0,168.0,7607.0,5764.0,0.0,0.0,2057.0,8943.0,0.0,0.0,0.0,168.0,81763.0,90309.0,0.0,12288.0,0.0,0.0,0.0,1101824.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,123.0,0.0,0.0,7576125440.0,1668702208.0,10788552704.0,79914229760.0,0.0,0.0
1556202130.852,0.187,0.250,99.563,0.0,0.0,0.0,1896.0,2254.0,860.0,8732.0,860.0,8732.0,0.0,0.0,860.0,8732.0,0.0,0.0,0.0,0.0,926.0,8666.0,0.0,0.0,33584.0,1556.0,0.0,0.0,0.0,0.0,40698.0,40434.0,0.0,446464.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,7572828160.0,1668702208.0,10788704256.0,79917375488.0,0.0,0.0
1556202131.852,0.094,0.188,99.687,0.031,0.0,0.0,927.0,456.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,927.0,5012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7572590592.0,1668702208.0,10788704256.0,79917613056.0,0.0,0.0
1556202132.852,0.125,0.219,99.656,0.0,0.0,0.0,309.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309.0,1687.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7572082688.0,1668702208.0,10788704256.0,79918120960.0,0.0,0.0
1556202133.852,0.063,0.281,99.656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,820.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7569543168.0,1668702208.0,10788704256.0,79920660480.0,0.0,0.0
1556202134.852,0.094,0.156,99.750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,605.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7568560128.0,1668702208.0,10788704256.0,79921643520.0,0.0,0.0
1556202135.852,0.063,0.188,99.750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1018.0,0.0,0.0,0.0,0.0,0.0,73728.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,7567577088.0,1668702208.0,10788704256.0,79922626560.0,0.0,0.0
1556202136.852,24.676,3.733,70.579,0.190,0.0,0.823,5804925.0,3507793.0,1693167.0,3787664.0,1869883.0,3861906.0,0.0,0.0,1649772.0,3807790.0,0.0,0.0,35611.0,9632.0,1640793.0,3844975.0,0.0,0.0,11535472.0,3069313.0,0.0,0.0,23761.0,6420.0,28878903.0,30985851.0,0.0,40669184.0,0.0,0.0,0.0,1835008.0,0.0,0.0,0.0,220.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7190.0,0.0,0.0,0.0,215.0,0.0,0.0,7666057216.0,1668706304.0,10796175360.0,79816671232.0,0.0,0.0
1556202137.851,53.061,6.185,38.154,0.285,0.0,2.315,15132546.0,6975649.0,3284524.0,11477165.0,3564996.0,11517731.0,0.0,0.0,3714342.0,11503584.0,0.0,0.0,0.0,0.0,3423346.0,11517465.0,0.0,0.0,38475610.0,9750568.0,0.0,0.0,0.0,0.0,77082569.0,84757449.0,0.0,125165568.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21526.0,0.0,0.0,0.0,0.0,0.0,0.0,7674994688.0,1668706304.0,10842951680.0,79760957440.0,0.0,0.0
1556202138.852,51.102,7.129,39.436,0.421,0.0,1.912,14165928.0,6928463.0,3272959.0,10293536.0,3529733.0,10284614.0,0.0,0.0,3696477.0,10306425.0,0.0,0.0,0.0,87.0,3351644.0,10258218.0,0.0,0.0,33506886.0,8835453.0,0.0,0.0,0.0,87.0,71121285.0,78044524.0,0.0,125075456.0,0.0,0.0,0.0,46837760.0,0.0,0.0,0.0,384.0,0.0,0.0,0.0,6176.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,21583.0,0.0,0.0,0.0,191.0,0.0,0.0,7684890624.0,1668706304.0,10885488640.0,79708524544.0,0.0,0.0
1556202139.851,51.611,6.730,39.394,0.287,0.0,1.978,13378040.0,6723009.0,3154869.0,9803504.0,3408383.0,9780153.0,0.0,0.0,3543973.0,9794362.0,0.0,0.0,0.0,0.0,3259023.0,9741007.0,0.0,0.0,31809898.0,8268072.0,0.0,0.0,0.0,0.0,67807746.0,74132109.0,0.0,124534784.0,0.0,0.0,0.0,36343808.0,0.0,0.0,0.0,460.0,0.0,0.0,0.0,16648.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21385.0,0.0,0.0,0.0,77.0,0.0,0.0,7689572352.0,1668706304.0,10927144960.0,79662186496.0,0.0,0.0
1556202140.852,51.851,6.733,39.247,0.383,0.0,1.787,13839234.0,6797694.0,3248142.0,10348612.0,3438393.0,10315496.0,0.0,0.0,3657799.0,10046990.0,0.0,0.0,0.0,214.0,3294448.0,10294346.0,0.0,0.0,33599307.0,8615554.0,0.0,0.0,0.0,107.0,70388984.0,76984138.0,0.0,125411328.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21527.0,0.0,0.0,0.0,0.0,0.0,0.0,7695368192.0,1668706304.0,10969100288.0,79614435328.0,0.0,0.0
1556202141.852,50.196,6.970,40.609,0.295,0.0,1.931,13775748.0,6881661.0,3166620.0,9543967.0,3554678.0,8851177.0,0.0,0.0,3566334.0,8248782.0,0.0,0.0,42.0,42.0,3376712.0,8948854.0,0.0,0.0,28087138.0,8464754.0,0.0,0.0,0.0,107.0,65019895.0,71554692.0,0.0,124166144.0,0.0,0.0,0.0,221184.0,0.0,0.0,0.0,352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21334.0,0.0,0.0,0.0,8.0,0.0,0.0,7700516864.0,1668706304.0,11011252224.0,79567134720.0,0.0,0.0
1556202142.852,51.545,6.594,39.439,0.287,0.0,2.134,13824188.0,6764814.0,3123194.0,8482050.0,3483623.0,8930351.0,0.0,0.0,3549214.0,8268186.0,0.0,0.0,0.0,0.0,3337385.0,8930514.0,0.0,0.0,27128627.0,8526253.0,0.0,0.0,0.0,0.0,63833882.0,70532094.0,0.0,121253888.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,372.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20810.0,0.0,0.0,0.0,0.0,0.0,0.0,7710187520.0,1668706304.0,11050332160.0,79518384128.0,0.0,0.0
1556202143.852,51.302,6.698,39.619,0.317,0.0,2.063,13628354.0,6792818.0,3187684.0,8634194.0,3443249.0,8640042.0,0.0,0.0,3593281.0,8960799.0,0.0,0.0,0.0,0.0,3298042.0,8504014.0,0.0,0.0,27257404.0,8318293.0,0.0,0.0,0.0,0.0,63801121.0,70273786.0,0.0,121679872.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20896.0,0.0,0.0,0.0,0.0,0.0,0.0,7717117952.0,1668706304.0,11090161664.0,79471624192.0,0.0,0.0
1556202144.851,51.350,7.372,38.831,0.286,0.0,2.161,14383127.0,6920877.0,3248689.0,8619926.0,3494533.0,8509611.0,0.0,0.0,3656525.0,8822841.0,0.0,0.0,0.0,0.0,3369196.0,8348170.0,0.0,0.0,26603865.0,8898130.0,0.0,0.0,0.0,0.0,64384746.0,71541215.0,0.0,125992960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21177.0,0.0,0.0,0.0,0.0,0.0,0.0,7715708928.0,1668706304.0,11135418368.0,79427776512.0,0.0,0.0
1556202145.852,51.914,6.382,39.119,0.415,0.0,2.170,13736238.0,6782843.0,3157507.0,8508686.0,3468300.0,7991100.0,0.0,0.0,3539967.0,8417420.0,0.0,0.0,0.0,0.0,3309383.0,8606736.0,0.0,0.0,26071514.0,8387775.0,0.0,0.0,0.0,0.0,62635953.0,69218292.0,0.0,132427776.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21197.0,0.0,0.0,0.0,0.0,0.0,0.0,7720845312.0,1668706304.0,11172536320.0,79385522176.0,0.0,0.0
1556202146.852,51.750,7.034,38.733,0.286,0.0,2.196,13973198.0,6841860.0,3214381.0,8126895.0,3435845.0,8474954.0,0.0,0.0,3624880.0,8379298.0,0.0,0.0,0.0,0.0,3309620.0,8857404.0,0.0,0.0,26242759.0,8579365.0,0.0,0.0,0.0,0.0,63354660.0,70172691.0,0.0,121458688.0,0.0,0.0,0.0,32768.0,0.0,0.0,0.0,244.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20881.0,0.0,0.0,0.0,3.0,0.0,0.0,7719272448.0,1668706304.0,11212419072.0,79347212288.0,0.0,0.0
1556202147.851,51.378,6.937,39.384,0.324,0.0,1.977,13966723.0,6884851.0,3188109.0,8283433.0,3495140.0,8429124.0,0.0,0.0,3572228.0,8052559.0,0.0,0.0,0.0,0.0,3349179.0,8542592.0,0.0,0.0,25706952.0,8538388.0,0.0,0.0,0.0,0.0,62816012.0,69600129.0,0.0,121442304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20870.0,0.0,0.0,0.0,0.0,0.0,0.0,7721299968.0,1668706304.0,11255873536.0,79301730304.0,0.0,0.0
1556202148.852,50.858,6.446,40.136,0.324,0.0,2.235,13746745.0,6771146.0,3153409.0,8172183.0,3442799.0,8512768.0,0.0,0.0,3545704.0,8262214.0,0.0,0.0,0.0,0.0,3294359.0,8179469.0,0.0,0.0,25627218.0,8377169.0,0.0,0.0,0.0,0.0,62204366.0,68855715.0,0.0,116940800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20039.0,0.0,0.0,0.0,0.0,0.0,0.0,7722868736.0,1668706304.0,11293601792.0,79262433280.0,0.0,0.0
1556202149.851,51.974,6.861,38.964,0.291,0.0,1.909,13971815.0,6846185.0,3205013.0,8511745.0,3443053.0,8614828.0,0.0,0.0,3636700.0,8787668.0,0.0,0.0,0.0,0.0,3299333.0,8530795.0,0.0,0.0,26823735.0,8540358.0,0.0,0.0,0.0,0.0,63932580.0,70747362.0,0.0,119472128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20350.0,0.0,0.0,0.0,0.0,0.0,0.0,7722123264.0,1668706304.0,11336032256.0,79220748288.0,0.0,0.0
1556202150.851,50.566,7.177,39.832,0.323,0.0,2.102,13623288.0,6741033.0,3094109.0,8594906.0,3473948.0,8540136.0,0.0,0.0,3479388.0,8279478.0,0.0,0.0,0.0,0.0,3321870.0,8216700.0,0.0,0.0,26165336.0,8355848.0,0.0,0.0,0.0,0.0,62515072.0,69121069.0,0.0,118571008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20500.0,0.0,0.0,0.0,0.0,0.0,0.0,7726313472.0,1668706304.0,11375144960.0,79177445376.0,0.0,0.0
1556202151.852,51.467,7.100,39.003,0.316,0.0,2.114,14132828.0,6843660.0,3181099.0,8552207.0,3466284.0,7952188.0,0.0,0.0,3582354.0,8536537.0,0.0,0.0,0.0,0.0,3371765.0,8587177.0,0.0,0.0,26009469.0,8614663.0,0.0,0.0,0.0,0.0,63238048.0,70176945.0,0.0,118173696.0,0.0,0.0,0.0,24576.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20226.0,0.0,0.0,0.0,3.0,0.0,0.0,7723163648.0,1668706304.0,11416014848.0,79139725312.0,0.0,0.0
1556202152.852,52.603,6.228,39.157,0.319,0.0,1.693,14072029.0,6819064.0,3215593.0,8279932.0,3430928.0,8438610.0,0.0,0.0,3564757.0,8316704.0,0.0,0.0,0.0,0.0,3331754.0,8198668.0,0.0,0.0,25679993.0,8644836.0,0.0,0.0,0.0,0.0,62739534.0,69645398.0,0.0,119697408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20518.0,0.0,0.0,0.0,0.0,0.0,0.0,7725076480.0,1668706304.0,11457372160.0,79096455168.0,0.0,0.0
1556202153.851,52.051,7.500,38.045,0.417,0.0,1.987,13728722.0,6743549.0,3125757.0,8543306.0,3458584.0,8128616.0,0.0,0.0,3491758.0,7889428.0,0.0,0.0,0.0,0.0,3329246.0,8220363.0,0.0,0.0,25263122.0,8340252.0,0.0,0.0,0.0,0.0,61785348.0,68430373.0,0.0,154828800.0,0.0,0.0,0.0,34234368.0,0.0,0.0,0.0,480.0,0.0,0.0,0.0,3728.0,0.0,0.0,0.0,0.0,97.0,0.0,0.0,21580.0,0.0,0.0,0.0,70.0,0.0,0.0,7729909760.0,1668706304.0,11496517632.0,79052476416.0,0.0,0.0
1556202154.851,52.225,6.866,38.525,0.445,0.0,1.939,13770335.0,6808588.0,3171067.0,8561924.0,3438941.0,8403277.0,0.0,0.0,3584922.0,8132679.0,0.0,0.0,0.0,0.0,3271290.0,8343062.0,0.0,0.0,25938574.0,8409031.0,0.0,0.0,0.0,0.0,62621279.0,69252797.0,0.0,127320064.0,0.0,0.0,0.0,40452096.0,0.0,0.0,0.0,388.0,0.0,0.0,0.0,16716.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20740.0,0.0,0.0,0.0,96.0,0.0,0.0,7732641792.0,1668706304.0,11533352960.0,79012909056.0,0.0,0.0
1556202155.851,51.887,6.718,39.028,0.320,0.0,2.047,14168856.0,6835808.0,3232986.0,8331461.0,3442024.0,8202204.0,0.0,0.0,3619088.0,8776229.0,0.0,0.0,0.0,0.0,3321030.0,8365458.0,0.0,0.0,26032744.0,8671159.0,0.0,0.0,0.0,0.0,63308530.0,70270617.0,0.0,119091200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20401.0,0.0,0.0,0.0,0.0,0.0,0.0,7733977088.0,1668706304.0,11574423552.0,78970503168.0,0.0,0.0
1556202156.852,52.640,6.457,38.581,0.286,0.0,2.036,13710258.0,6788727.0,3148327.0,8687654.0,3462187.0,8660528.0,0.0,0.0,3532332.0,8297981.0,0.0,0.0,0.0,0.0,3321218.0,8695813.0,0.0,0.0,26837937.0,8354832.0,0.0,0.0,0.0,0.0,63433703.0,70038701.0,0.0,119513088.0,0.0,0.0,0.0,102400.0,0.0,0.0,0.0,388.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20536.0,0.0,0.0,0.0,8.0,0.0,0.0,7736356864.0,1668706304.0,11612946432.0,78929600512.0,0.0,0.0
