/*** CONFIGURATION INFORMATION ***/
"Linux dstat"
"netSpeed = 1000"
"netBandwidth = 1250000"
"netFullDuplex = full"
"netSpeed.eno1 = 1000"
"netBandwidth.eno1 = 1250000"
"netFullDuplex.eno1 = full"
"netSpeed.veth055d58e = 10000"
"netBandwidth.veth055d58e = 12500000"
"netFullDuplex.veth055d58e = full"
"netSpeed.veth4b7cb34 = 10000"
"netBandwidth.veth4b7cb34 = 12500000"
"netFullDuplex.veth4b7cb34 = full"
"netSpeed.veth53069cd = 10000"
"netBandwidth.veth53069cd = 12500000"
"netFullDuplex.veth53069cd = full"
"netSpeed.veth7851a61 = 10000"
"netBandwidth.veth7851a61 = 12500000"
"netFullDuplex.veth7851a61 = full"
"netSpeed.veth824b048 = 10000"
"netBandwidth.veth824b048 = 12500000"
"netFullDuplex.veth824b048 = full"
"netSpeed.vethdd8a625 = 10000"
"netBandwidth.vethdd8a625 = 12500000"
"netFullDuplex.vethdd8a625 = full"
"netSpeed.vethf30bd02 = 10000"
"netBandwidth.vethf30bd02 = 12500000"
"netFullDuplex.vethf30bd02 = full"
"os_name = Ubuntu 16.04.5 LTS"
"cpu_model = Intel(R) Xeon(R) Gold 5217 CPU @ 3.00GHz"
"cpu_cores = 32"
"cpu_sockets = 2"
"cpu_cores_per_socket = 8"
"cpu_threads_per_core = 2"
"memory_size = 97605088"
"swap_size = 1003516"
"timezoneOffset = -07:00"
"timezoneAbbrev = PDT"
"list_of_ssd = nvme0n1(INTEL SSDPE2KX040T8                     ), nvme1n1(INTEL SSDPE2KX040T8                     ), sda(INTEL SSDSCKJB48)"
"list_of_hdd = none"
"pagesize = 4096"
"list_of_md = "
"dataVersion = 6"
"comment = "

/*** START OF PROFILING OUTPUT ***/
"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","server02",,,,"User:","builder"
"Cmdline:","dstat --nocolor --noheaders --epoch --cpu --net -N eno1,veth055d58e,veth4b7cb34,veth53069cd,veth7851a61,veth824b048,vethdd8a625,vethf30bd02,total -dD nvme0n1,nvme1n1,sda,loop0 --disk-time --disk-queue --io --mem --page --output .tmp_start_collection",,,,"Date:","25 Apr 2019 10:11:18 PDT"

"epoch","total cpu usage",,,,,,"net/eno1",,"net/veth055d58e",,"net/veth4b7cb34",,"net/veth53069cd",,"net/veth7851a61",,"net/veth824b048",,"net/vethdd8a625",,"net/vethf30bd02",,"net/total",,"dsk/nvme0n1",,"dsk/nvme1n1",,"dsk/sda",,"dsk/loop0",,"tim/nvme0n1",,"tim/nvme1n1",,"tim/sda",,"tim/loop0",,"qu/nvme0n1","qu/nvme1n1","qu/sda","qu/loop0","io/nvme0n1",,"io/nvme1n1",,"io/sda",,"io/loop0",,"memory usage",,,,"paging",
1556213328.069,42.670,4.180,52.183,0.655,0.0,0.312,42159.0,4499797.0,16744559.0,108178.0,0.0,0.0,385823.0,5675185.0,0.0,0.0,0.0,0.0,150581.0,5816668.0,3914086.0,5261907.0,25563155.0,21404001.0,0.0,98914304.0,0.0,23404544.0,0.0,132882432.0,0.0,0.0,0.0,624.0,0.0,64.0,0.0,50508.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9906.0,0.0,4205.0,0.0,241.0,0.0,0.0,40637644800.0,1805340672.0,26684928000.0,30819696640.0,0.0,0.0
1556213329.069,39.518,3.536,56.414,0.250,0.0,0.282,27390.0,692325.0,17160926.0,112362.0,0.0,0.0,385435.0,5656250.0,0.0,0.0,42.0,42.0,156600.0,5849249.0,262610.0,5682841.0,18673085.0,18020543.0,0.0,100188160.0,0.0,23011328.0,0.0,0.0,0.0,0.0,0.0,420.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10567.0,0.0,4134.0,0.0,0.0,0.0,0.0,40636547072.0,1805340672.0,26750341120.0,30755381248.0,0.0,0.0
1556213330.070,38.720,4.087,56.749,0.285,0.0,0.158,28446.0,705474.0,17189338.0,113437.0,0.0,0.0,393698.0,5674012.0,0.0,0.0,0.0,0.0,155148.0,5849553.0,270065.0,5694153.0,18731158.0,18065075.0,0.0,81375232.0,0.0,24092672.0,0.0,0.0,0.0,0.0,0.0,232.0,0.0,96.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9913.0,0.0,4376.0,0.0,0.0,0.0,0.0,40636198912.0,1805340672.0,26676797440.0,30829273088.0,0.0,0.0
1556213331.070,39.831,3.139,56.560,0.220,0.0,0.251,27918.0,707842.0,13147923.0,88334.0,0.0,0.0,376775.0,5154199.0,0.0,0.0,0.0,0.0,141459.0,2311426.0,278595.0,5793261.0,14668780.0,14082980.0,0.0,49078272.0,0.0,23183360.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8864.0,0.0,4249.0,0.0,0.0,0.0,0.0,40637014016.0,1805340672.0,26694897664.0,30810357760.0,0.0,0.0
1556213332.070,40.966,3.137,55.458,0.251,0.0,0.188,26598.0,680467.0,10387138.0,70373.0,0.0,0.0,378083.0,5413425.0,0.0,0.0,0.0,0.0,110436.0,4290.0,261668.0,4912976.0,11833120.0,11108129.0,0.0,80814080.0,0.0,22978560.0,0.0,98304.0,0.0,0.0,0.0,256.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9279.0,0.0,4135.0,0.0,4.0,0.0,0.0,40638808064.0,1805340672.0,26742145024.0,30761316352.0,0.0,0.0
1556213333.070,30.223,3.959,65.536,0.189,0.0,0.094,23250.0,582202.0,10796025.0,71352.0,0.0,0.0,371762.0,4851547.0,0.0,0.0,0.0,0.0,618.0,480.0,281174.0,5967248.0,12045343.0,11496079.0,0.0,85823488.0,0.0,22962176.0,0.0,0.0,0.0,0.0,0.0,192.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5885.0,0.0,4168.0,0.0,0.0,0.0,0.0,40641077248.0,1805340672.0,26810871808.0,30690320384.0,0.0,0.0
1556213334.069,30.047,2.637,67.033,0.220,0.0,0.063,24486.0,624637.0,6367557.0,45923.0,0.0,0.0,378609.0,14652.0,0.0,0.0,0.0,0.0,0.0,0.0,291951.0,6377391.0,7676894.0,7087089.0,0.0,66813952.0,0.0,42049536.0,0.0,0.0,0.0,0.0,0.0,232.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5697.0,0.0,5099.0,0.0,0.0,0.0,0.0,40640954368.0,1805344768.0,26749636608.0,30751674368.0,0.0,0.0
1556213335.070,24.804,1.756,73.220,0.157,0.0,0.063,16080.0,375402.0,5814468.0,42121.0,0.0,0.0,117914.0,5916.0,0.0,0.0,0.0,0.0,0.0,0.0,299609.0,5824632.0,6617089.0,6264151.0,0.0,25890816.0,0.0,89182208.0,0.0,0.0,0.0,0.0,0.0,144.0,0.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4679.0,0.0,2684.0,0.0,0.0,0.0,0.0,40641536000.0,1805344768.0,26837053440.0,30663675904.0,0.0,0.0
1556213336.070,17.078,1.297,81.404,0.190,0.0,0.032,10230.0,260847.0,5799131.0,42282.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303063.0,5809361.0,6368907.0,6122720.0,0.0,26259456.0,0.0,34955264.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4758.0,0.0,462.0,0.0,0.0,0.0,0.0,40641904640.0,1805344768.0,26751516672.0,30748844032.0,0.0,0.0
1556213337.069,16.714,1.440,81.753,0.063,0.0,0.031,9372.0,240548.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240548.0,9438.0,486558.0,259358.0,0.0,40845312.0,0.0,0.0,0.0,16384.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4863.0,0.0,0.0,0.0,3.0,0.0,0.0,40640659456.0,1805344768.0,26769993728.0,30731612160.0,0.0,0.0
1556213338.070,5.936,1.093,92.721,0.187,0.0,0.062,4434.0,90984.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90984.0,4434.0,184778.0,99852.0,0.0,90390528.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2937.0,0.0,0.0,0.0,0.0,0.0,0.0,40639414272.0,1805344768.0,26855784448.0,30647066624.0,0.0,0.0
1556213339.070,4.191,0.813,94.964,0.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321.0,0.0,34992128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,471.0,0.0,0.0,0.0,0.0,0.0,0.0,40639377408.0,1805344768.0,26763915264.0,30738972672.0,0.0,0.0
1556213340.070,0.314,0.691,98.995,0.0,0.0,0.0,5580.0,4890.0,1630.0,1740.0,0.0,0.0,815.0,870.0,0.0,0.0,815.0,870.0,815.0,870.0,815.0,870.0,14520.0,15437.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40639221760.0,1805344768.0,26763993088.0,30739050496.0,0.0,0.0
1556213341.070,1.164,0.912,97.893,0.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,40638357504.0,1805344768.0,26763997184.0,30739910656.0,0.0,0.0
1556213342.070,0.189,0.534,99.277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,40637468672.0,1805344768.0,26763997184.0,30740799488.0,0.0,0.0
1556213343.070,0.251,0.752,98.997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40636452864.0,1805344768.0,26763997184.0,30741815296.0,0.0,0.0
1556213344.070,0.157,0.566,99.246,0.0,0.0,0.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,40635183104.0,1805344768.0,26763997184.0,30743085056.0,0.0,0.0
1556213345.069,0.314,0.535,99.151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,40634040320.0,1805344768.0,26763997184.0,30744227840.0,0.0,0.0
1556213346.070,0.251,0.690,99.059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40632643584.0,1805344768.0,26763997184.0,30745624576.0,0.0,0.0
1556213347.070,0.376,0.845,98.748,0.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24576.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,40631373824.0,1805344768.0,26763997184.0,30746894336.0,0.0,0.0
1556213348.070,0.221,0.473,99.307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40630358016.0,1805344768.0,26763997184.0,30747910144.0,0.0,0.0
1556213349.070,0.438,0.720,98.841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40629088256.0,1805344768.0,26763997184.0,30749179904.0,0.0,0.0
1556213350.070,0.283,0.566,99.152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40628199424.0,1805344768.0,26763997184.0,30750068736.0,0.0,0.0
1556213351.070,0.251,0.439,99.279,0.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,40626802688.0,1805344768.0,26763997184.0,30751465472.0,0.0,0.0
1556213352.070,0.188,0.502,99.310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40625860608.0,1805344768.0,26763997184.0,30752407552.0,0.0,0.0
1556213353.070,0.063,0.251,99.655,0.0,0.0,0.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34934784.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3668.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,40625000448.0,1805344768.0,26763997184.0,30753267712.0,0.0,0.0
1556213354.070,0.188,0.439,99.373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,40623820800.0,1805344768.0,26763997184.0,30754447360.0,0.0,0.0
1556213355.070,0.063,0.188,99.750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40623255552.0,1805344768.0,26764001280.0,30755008512.0,0.0,0.0
1556213356.070,0.031,0.156,99.812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229376.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,40622575616.0,1805344768.0,26764001280.0,30755688448.0,0.0,0.0
1556213357.070,0.094,0.094,99.812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,178.0,0.0,0.0,0.0,0.0,290.0,290.0,0.0,28672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,40622014464.0,1805344768.0,26764001280.0,30756249600.0,0.0,0.0
1556213358.070,0.125,0.188,99.687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,178.0,0.0,0.0,0.0,0.0,112.0,178.0,112.0,178.0,870.0,870.0,0.0,0.0,0.0,0.0,0.0,745472.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,40621858816.0,1805344768.0,26764001280.0,30756405248.0,0.0,0.0
1556213359.070,0.063,0.188,99.719,0.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,40621047808.0,1805344768.0,26764001280.0,30757216256.0,0.0,0.0
1556213360.070,0.063,0.125,99.812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40620621824.0,1805344768.0,26764001280.0,30757642240.0,0.0,0.0
1556213361.070,0.031,0.156,99.812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40620486656.0,1805344768.0,26764001280.0,30757777408.0,0.0,0.0
1556213362.070,0.031,0.188,99.781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,84.0,0.0,0.0,0.0,0.0,168.0,168.0,0.0,0.0,0.0,28672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,40620359680.0,1805344768.0,26764001280.0,30757904384.0,0.0,0.0
1556213363.070,0.094,0.312,99.594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,84.0,0.0,0.0,0.0,0.0,42.0,42.0,84.0,84.0,420.0,420.0,0.0,28672.0,0.0,0.0,0.0,102400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,22.0,0.0,0.0,40620310528.0,1805344768.0,26764001280.0,30757953536.0,0.0,0.0
1556213364.070,0.094,0.156,99.719,0.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40620183552.0,1805344768.0,26764001280.0,30758080512.0,0.0,0.0
1556213365.070,0.0,0.157,99.843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40620240896.0,1805344768.0,26764001280.0,30758023168.0,0.0,0.0
1556213366.070,0.094,0.312,99.594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40620113920.0,1805344768.0,26764001280.0,30758150144.0,0.0,0.0
1556213367.070,0.063,0.156,99.781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40619290624.0,1805344768.0,26764001280.0,30758973440.0,0.0,0.0
1556213368.070,0.063,0.156,99.781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40619261952.0,1805344768.0,26764005376.0,30758998016.0,0.0,0.0
1556213369.070,0.094,0.156,99.750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,178.0,0.0,0.0,0.0,0.0,112.0,178.0,0.0,0.0,580.0,580.0,0.0,40960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,40619134976.0,1805344768.0,26764005376.0,30759124992.0,0.0,0.0
1556213370.070,0.031,0.250,99.687,0.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,178.0,0.0,0.0,112.0,178.0,580.0,580.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40619220992.0,1805344768.0,26764005376.0,30759038976.0,0.0,0.0
1556213371.070,0.094,0.250,99.656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40618799104.0,1805344768.0,26764005376.0,30759460864.0,0.0,0.0
1556213372.070,0.031,0.125,99.844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40618418176.0,1805344768.0,26764005376.0,30759841792.0,0.0,0.0
1556213373.069,0.063,0.251,99.687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40618348544.0,1805344768.0,26764005376.0,30759911424.0,0.0,0.0
1556213374.070,0.062,0.188,99.750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,84.0,0.0,0.0,0.0,0.0,42.0,42.0,0.0,0.0,252.0,252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40618348544.0,1805344768.0,26764005376.0,30759911424.0,0.0,0.0
1556213375.070,0.031,0.156,99.812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,84.0,0.0,0.0,84.0,84.0,336.0,336.0,0.0,12288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,40618094592.0,1805344768.0,26764005376.0,30760165376.0,0.0,0.0
1556213376.070,0.063,0.219,99.687,0.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40617967616.0,1805344768.0,26764005376.0,30760292352.0,0.0,0.0
