/*** CONFIGURATION INFORMATION ***/
"Linux dstat"
"netSpeed = 1000"
"netBandwidth = 1250000"
"netFullDuplex = full"
"netSpeed.eno1 = 1000"
"netBandwidth.eno1 = 1250000"
"netFullDuplex.eno1 = full"
"netSpeed.veth13de826 = 10000"
"netBandwidth.veth13de826 = 12500000"
"netFullDuplex.veth13de826 = full"
"netSpeed.veth38325a0 = 10000"
"netBandwidth.veth38325a0 = 12500000"
"netFullDuplex.veth38325a0 = full"
"netSpeed.veth42cc391 = 10000"
"netBandwidth.veth42cc391 = 12500000"
"netFullDuplex.veth42cc391 = full"
"netSpeed.veth612f114 = 10000"
"netBandwidth.veth612f114 = 12500000"
"netFullDuplex.veth612f114 = full"
"netSpeed.veth644385e = 10000"
"netBandwidth.veth644385e = 12500000"
"netFullDuplex.veth644385e = full"
"netSpeed.vethae0ebe9 = 10000"
"netBandwidth.vethae0ebe9 = 12500000"
"netFullDuplex.vethae0ebe9 = full"
"netSpeed.vethced9ff4 = 10000"
"netBandwidth.vethced9ff4 = 12500000"
"netFullDuplex.vethced9ff4 = full"
"os_name = Ubuntu 16.04.5 LTS"
"cpu_model = Intel(R) Xeon(R) Gold 5217 CPU @ 3.00GHz"
"cpu_cores = 32"
"cpu_sockets = 2"
"cpu_cores_per_socket = 8"
"cpu_threads_per_core = 2"
"memory_size = 97605088"
"swap_size = 1003516"
"timezoneOffset = -07:00"
"timezoneAbbrev = PDT"
"list_of_ssd = nvme0n1(INTEL SSDPE2KX040T8                     ), nvme1n1(INTEL SSDPE2KX040T8                     ), sda(INTEL SSDSCKJB48)"
"list_of_hdd = none"
"pagesize = 4096"
"list_of_md = "
"dataVersion = 6"
"comment = "

/*** START OF PROFILING OUTPUT ***/
"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","server02",,,,"User:","builder"
"Cmdline:","dstat --nocolor --noheaders --epoch --cpu --net -N eno1,veth13de826,veth38325a0,veth42cc391,veth612f114,veth644385e,vethae0ebe9,vethced9ff4,total -dD nvme0n1,nvme1n1,sda,loop0 --disk-time --disk-queue --io --mem --page --output .tmp_start_collection",,,,"Date:","25 Apr 2019 03:01:50 PDT"

"epoch","total cpu usage",,,,,,"net/eno1",,"net/veth13de826",,"net/veth38325a0",,"net/veth42cc391",,"net/veth612f114",,"net/veth644385e",,"net/vethae0ebe9",,"net/vethced9ff4",,"net/total",,"dsk/nvme0n1",,"dsk/nvme1n1",,"dsk/sda",,"dsk/loop0",,"tim/nvme0n1",,"tim/nvme1n1",,"tim/sda",,"tim/loop0",,"qu/nvme0n1","qu/nvme1n1","qu/sda","qu/loop0","io/nvme0n1",,"io/nvme1n1",,"io/sda",,"io/loop0",,"memory usage",,,,"paging",
1556187225.269,28.834,5.863,63.466,0.097,0.0,1.740,3834216.0,2065428.0,8456471.0,2365271.0,0.0,0.0,938481.0,2738426.0,1082725.0,2758712.0,1150212.0,2740571.0,0.0,0.0,1036099.0,2753901.0,19780962.0,21571910.0,0.0,36913152.0,0.0,0.0,0.0,24576.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6393.0,0.0,0.0,0.0,3.0,0.0,0.0,7760789504.0,1667440640.0,18763108352.0,71756271616.0,0.0,0.0
1556187226.270,29.449,5.571,63.005,0.096,0.0,1.878,3823703.0,2052316.0,8456276.0,2370266.0,0.0,0.0,943367.0,2744981.0,1062848.0,2745425.0,1143768.0,2746690.0,0.0,0.0,1024030.0,2743891.0,19714259.0,21547653.0,0.0,36708352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6298.0,0.0,0.0,0.0,0.0,0.0,0.0,7762657280.0,1667440640.0,18774364160.0,71743148032.0,0.0,0.0
1556187227.269,28.775,5.833,63.739,0.097,0.0,1.555,3831280.0,2060536.0,8457603.0,2368202.0,0.0,0.0,939636.0,2739733.0,1076246.0,2755226.0,1149576.0,2745114.0,0.0,0.0,1035420.0,2754409.0,19769738.0,21577523.0,0.0,36663296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6312.0,0.0,0.0,0.0,0.0,0.0,0.0,7760007168.0,1667440640.0,18786447360.0,71733714944.0,0.0,0.0
1556187228.270,28.847,5.814,63.347,0.128,0.0,1.863,3821680.0,2049431.0,8455894.0,2366056.0,0.0,0.0,934548.0,2734183.0,1062251.0,2742421.0,1147056.0,2743346.0,0.0,0.0,1021145.0,2739766.0,19687452.0,21497396.0,0.0,36773888.0,0.0,0.0,0.0,19148800.0,0.0,0.0,0.0,136.0,0.0,0.0,0.0,1364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6392.0,0.0,0.0,0.0,41.0,0.0,0.0,7761305600.0,1667440640.0,18798116864.0,71720747008.0,0.0,0.0
1556187229.270,29.186,5.882,63.154,0.097,0.0,1.681,3828629.0,2077918.0,8459214.0,2364792.0,0.0,0.0,943605.0,2739553.0,1080747.0,2756364.0,1161296.0,2750408.0,0.0,0.0,1038622.0,2753959.0,19817705.0,21602938.0,0.0,37818368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6542.0,0.0,0.0,0.0,0.0,0.0,0.0,7760359424.0,1667440640.0,18814537728.0,71705272320.0,0.0,0.0
1556187230.270,30.984,5.587,61.810,0.159,0.0,1.460,3813456.0,2042181.0,8456561.0,2366781.0,0.0,0.0,940839.0,2742880.0,1059931.0,2737368.0,1148413.0,2749208.0,0.0,0.0,1017746.0,2737103.0,19682331.0,21503355.0,0.0,64782336.0,0.0,0.0,0.0,77824.0,0.0,0.0,0.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7478.0,0.0,0.0,0.0,8.0,0.0,0.0,7762550784.0,1667440640.0,18813071360.0,71704547328.0,0.0,0.0
1556187231.270,27.110,5.474,65.396,0.098,0.0,1.922,3835460.0,2063339.0,8458796.0,2372708.0,0.0,0.0,941635.0,2743173.0,1070298.0,2744994.0,1152991.0,2750591.0,0.0,0.0,1027557.0,2745532.0,19758609.0,21570311.0,0.0,37240832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6445.0,0.0,0.0,0.0,0.0,0.0,0.0,7761453056.0,1667440640.0,18825236480.0,71693479936.0,0.0,0.0
1556187232.269,28.915,6.033,63.479,0.128,0.0,1.444,3811727.0,2051390.0,8455759.0,2362561.0,0.0,0.0,932370.0,2732227.0,1066622.0,2744053.0,1148969.0,2745592.0,0.0,0.0,1024536.0,2742796.0,19699481.0,21492468.0,0.0,52113408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6969.0,0.0,0.0,0.0,0.0,0.0,0.0,7763017728.0,1667440640.0,18836037632.0,71681114112.0,0.0,0.0
1556187233.270,34.331,6.338,57.389,0.478,0.0,1.465,3836659.0,2075530.0,8457783.0,2364815.0,0.0,0.0,944724.0,2742493.0,1076165.0,2749495.0,1159855.0,2746417.0,0.0,0.0,1028773.0,2748685.0,19781888.0,21587313.0,0.0,309235712.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1388.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11241.0,0.0,0.0,0.0,0.0,0.0,0.0,7761051648.0,1667440640.0,19112706048.0,71406411776.0,0.0,0.0
1556187234.270,29.490,5.975,62.855,0.194,0.0,1.486,3832067.0,2049006.0,8456211.0,2373252.0,0.0,0.0,934730.0,2734942.0,1054174.0,2736646.0,1144369.0,2744527.0,0.0,0.0,1026818.0,2740759.0,19685205.0,21504059.0,0.0,105512960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8100.0,0.0,0.0,0.0,0.0,0.0,0.0,7765712896.0,1667440640.0,18859237376.0,71655219200.0,0.0,0.0
1556187235.270,29.299,5.379,63.465,0.160,0.0,1.697,3806604.0,2045119.0,8291821.0,2342445.0,0.0,0.0,928160.0,2690673.0,1068439.0,2707058.0,1138503.0,2716737.0,0.0,0.0,1025560.0,2705900.0,19505590.0,21305887.0,0.0,36274176.0,0.0,0.0,0.0,24576.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6362.0,0.0,0.0,0.0,3.0,0.0,0.0,7763865600.0,1667440640.0,18871816192.0,71644487680.0,0.0,0.0
1556187236.269,27.291,5.497,65.445,0.098,0.0,1.669,3835348.0,2067622.0,8620849.0,2381799.0,0.0,0.0,949086.0,2785140.0,1072463.0,2789983.0,1167348.0,2776592.0,0.0,0.0,1026465.0,2789098.0,19956242.0,21767266.0,0.0,37699584.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6427.0,0.0,0.0,0.0,0.0,0.0,0.0,7765647360.0,1667440640.0,18882375680.0,71632146432.0,0.0,0.0
1556187237.269,28.941,5.879,63.501,0.065,0.0,1.615,3833375.0,2061723.0,8459095.0,2377384.0,0.0,0.0,941926.0,2738552.0,1066560.0,2744363.0,1150295.0,2747923.0,0.0,0.0,1027159.0,2742684.0,19746222.0,21558456.0,0.0,37261312.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6441.0,0.0,0.0,0.0,0.0,0.0,0.0,7764348928.0,1667440640.0,18895515648.0,71620304896.0,0.0,0.0
1556187238.269,28.307,5.947,63.926,0.162,0.0,1.657,3825002.0,2057342.0,8455712.0,2362000.0,0.0,0.0,935664.0,2736456.0,1070749.0,2749258.0,1149673.0,2740935.0,0.0,0.0,1024338.0,2745596.0,19724159.0,21520060.0,0.0,37036032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6398.0,0.0,0.0,0.0,0.0,0.0,0.0,7763718144.0,1667440640.0,18906296320.0,71610155008.0,0.0,0.0
1556187239.270,28.965,6.120,62.897,0.128,0.0,1.890,3825300.0,2065196.0,8457432.0,2367980.0,0.0,0.0,936352.0,2737646.0,1068866.0,2746985.0,1157068.0,2746725.0,0.0,0.0,1030616.0,2746100.0,19743926.0,21553167.0,0.0,36859904.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6355.0,0.0,0.0,0.0,0.0,0.0,0.0,7764058112.0,1667440640.0,18918465536.0,71597645824.0,0.0,0.0
1556187240.269,29.697,5.617,63.008,0.065,0.0,1.614,3817837.0,2052270.0,8459526.0,2369190.0,0.0,0.0,938470.0,2737370.0,1071567.0,2750548.0,1142347.0,2742948.0,0.0,0.0,1027929.0,2747046.0,19725124.0,21536393.0,0.0,36970496.0,0.0,0.0,0.0,24576.0,0.0,0.0,0.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6397.0,0.0,0.0,0.0,3.0,0.0,0.0,7763034112.0,1667440640.0,18930638848.0,71586496512.0,0.0,0.0
1556187241.270,27.905,6.086,63.775,0.065,0.0,2.169,3845264.0,2065664.0,8455744.0,2366731.0,0.0,0.0,945749.0,2744304.0,1076072.0,2752666.0,1154805.0,2753154.0,0.0,0.0,1035778.0,2754077.0,19792386.0,21608426.0,0.0,37195776.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6430.0,0.0,0.0,0.0,0.0,0.0,0.0,7764312064.0,1667440640.0,18942259200.0,71573598208.0,0.0,0.0
1556187242.270,28.253,5.683,63.901,0.161,0.0,2.002,3817263.0,2056085.0,8457256.0,2371671.0,0.0,0.0,942118.0,2739924.0,1062547.0,2743466.0,1155588.0,2750308.0,0.0,0.0,1022800.0,2741389.0,19731567.0,21537652.0,0.0,36958208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6373.0,0.0,0.0,0.0,0.0,0.0,0.0,7765012480.0,1667440640.0,18954919936.0,71560237056.0,0.0,0.0
1556187243.270,29.073,5.724,63.545,0.130,0.0,1.528,3823518.0,2050657.0,8454576.0,2367454.0,0.0,0.0,931932.0,2731038.0,1068194.0,2743605.0,1145467.0,2742097.0,0.0,0.0,1028468.0,2742979.0,19693802.0,21501432.0,0.0,36950016.0,0.0,0.0,0.0,19136512.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,1136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6402.0,0.0,0.0,0.0,35.0,0.0,0.0,7763079168.0,1667440640.0,18967396352.0,71549693952.0,0.0,0.0
1556187244.270,29.094,6.166,63.038,0.096,0.0,1.606,3827951.0,2069451.0,8456562.0,2361030.0,0.0,0.0,941539.0,2742456.0,1069323.0,2745120.0,1156652.0,2748998.0,0.0,0.0,1027564.0,2746685.0,19758891.0,21551932.0,0.0,36745216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6320.0,0.0,0.0,0.0,0.0,0.0,0.0,7763472384.0,1667440640.0,18979332096.0,71537364992.0,0.0,0.0
1556187245.269,28.539,5.676,64.108,0.097,0.0,1.580,3828981.0,2048817.0,8456063.0,2370835.0,0.0,0.0,935485.0,2736294.0,1060876.0,2742092.0,1145013.0,2744210.0,0.0,0.0,1024412.0,2744664.0,19694453.0,21517811.0,0.0,36904960.0,0.0,0.0,0.0,90112.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6378.0,0.0,0.0,0.0,8.0,0.0,0.0,7762292736.0,1667440640.0,18991804416.0,71526072320.0,0.0,0.0
1556187246.270,28.525,5.795,63.715,0.097,0.0,1.867,3811077.0,2054136.0,8456010.0,2363122.0,0.0,0.0,936678.0,2732354.0,1069670.0,2746402.0,1145549.0,2739436.0,0.0,0.0,1025036.0,2744540.0,19702530.0,21502575.0,0.0,36909056.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6350.0,0.0,0.0,0.0,0.0,0.0,0.0,7761272832.0,1667440640.0,19003858944.0,71515037696.0,0.0,0.0
1556187247.270,29.329,5.815,62.748,0.096,0.0,2.013,3836852.0,2062557.0,8456932.0,2368924.0,0.0,0.0,944789.0,2746216.0,1077089.0,2754882.0,1154718.0,2750538.0,0.0,0.0,1037998.0,2757397.0,19795760.0,21613854.0,0.0,36937728.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6386.0,0.0,0.0,0.0,0.0,0.0,0.0,7761215488.0,1667440640.0,19016134656.0,71502819328.0,0.0,0.0
1556187248.269,30.009,5.958,61.932,0.157,0.0,1.944,3820552.0,2052581.0,8456274.0,2361661.0,0.0,0.0,934203.0,2733181.0,1069664.0,2747334.0,1144030.0,2741669.0,0.0,0.0,1025748.0,2746015.0,19708190.0,21506800.0,0.0,36810752.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6400.0,0.0,0.0,0.0,0.0,0.0,0.0,7763709952.0,1667440640.0,19027324928.0,71489134592.0,0.0,0.0
1556187249.269,29.289,5.536,63.405,0.064,0.0,1.706,3821170.0,2055789.0,8457648.0,2370358.0,0.0,0.0,939931.0,2738290.0,1069732.0,2747169.0,1155899.0,2750296.0,0.0,0.0,1025631.0,2744278.0,19736122.0,21543995.0,0.0,37175296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6396.0,0.0,0.0,0.0,0.0,0.0,0.0,7762747392.0,1667440640.0,19040354304.0,71477067776.0,0.0,0.0
1556187250.269,29.267,5.796,62.888,0.160,0.0,1.889,3823461.0,2060028.0,8459895.0,2372614.0,0.0,0.0,940831.0,2741156.0,1072213.0,2746418.0,1145563.0,2743038.0,0.0,0.0,1027225.0,2745065.0,19739770.0,21548505.0,0.0,36708352.0,0.0,0.0,0.0,24576.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6402.0,0.0,0.0,0.0,3.0,0.0,0.0,7761743872.0,1667440640.0,19052503040.0,71465922560.0,0.0,0.0
1556187251.270,28.343,5.982,63.724,0.096,0.0,1.855,3832278.0,2064674.0,8459016.0,2363952.0,0.0,0.0,945654.0,2745334.0,1070674.0,2747777.0,1155175.0,2752565.0,0.0,0.0,1029225.0,2750157.0,19768648.0,21574442.0,0.0,36966400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6396.0,0.0,0.0,0.0,0.0,0.0,0.0,7764070400.0,1667440640.0,19063607296.0,71452491776.0,0.0,0.0
1556187252.270,28.739,6.796,62.464,0.095,0.0,1.905,3835678.0,2061934.0,8460157.0,2376484.0,0.0,0.0,939937.0,2740728.0,1064950.0,2741609.0,1148997.0,2743986.0,0.0,0.0,1025776.0,2744614.0,19740039.0,21556218.0,0.0,37625856.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6433.0,0.0,0.0,0.0,0.0,0.0,0.0,7763492864.0,1667440640.0,19075690496.0,71440986112.0,0.0,0.0
1556187253.270,30.149,6.201,61.974,0.127,0.0,1.550,3809892.0,2053257.0,8454006.0,2352686.0,0.0,0.0,936566.0,2736094.0,1067560.0,2746997.0,1147910.0,2742918.0,0.0,0.0,1026822.0,2745105.0,19699651.0,21491925.0,0.0,36782080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6330.0,0.0,0.0,0.0,0.0,0.0,0.0,7761154048.0,1667440640.0,19089043456.0,71429971968.0,0.0,0.0
1556187254.270,28.507,6.292,63.467,0.096,0.0,1.637,3835504.0,2062624.0,8456618.0,2374527.0,0.0,0.0,942382.0,2741294.0,1070195.0,2749828.0,1154286.0,2751854.0,0.0,0.0,1030730.0,2750685.0,19770898.0,21590416.0,0.0,37212160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6456.0,0.0,0.0,0.0,0.0,0.0,0.0,7762526208.0,1667440640.0,19100672000.0,71416971264.0,0.0,0.0
1556187255.269,29.464,6.059,62.596,0.128,0.0,1.754,3830783.0,2058245.0,8458025.0,2367990.0,0.0,0.0,931435.0,2737178.0,1073911.0,2754038.0,1153048.0,2747015.0,0.0,0.0,1031281.0,2751467.0,19755232.0,21568739.0,0.0,37199872.0,0.0,0.0,0.0,24576.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6441.0,0.0,0.0,0.0,3.0,0.0,0.0,7760515072.0,1667440640.0,19113406464.0,71406247936.0,0.0,0.0
1556187256.270,29.545,5.986,62.644,0.128,0.0,1.697,3812454.0,2050471.0,8454299.0,2360495.0,0.0,0.0,934164.0,2729106.0,1061096.0,2736976.0,1137535.0,2732691.0,0.0,0.0,1018760.0,2736358.0,19646209.0,21435791.0,0.0,36986880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6449.0,0.0,0.0,0.0,0.0,0.0,0.0,7762186240.0,1667440640.0,19125374976.0,71392608256.0,0.0,0.0
1556187257.270,28.681,6.402,63.220,0.064,0.0,1.633,3837876.0,2063285.0,8456798.0,2370886.0,0.0,0.0,933535.0,2736386.0,1076061.0,2754689.0,1160643.0,2755219.0,0.0,0.0,1032837.0,2753453.0,19776057.0,21594357.0,0.0,37064704.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6367.0,0.0,0.0,0.0,0.0,0.0,0.0,7762808832.0,1667461120.0,19136700416.0,71380639744.0,0.0,0.0
1556187258.270,28.786,6.372,62.696,0.128,0.0,2.017,3818886.0,2059680.0,8457212.0,2360542.0,0.0,0.0,941219.0,2734001.0,1067353.0,2748002.0,1149246.0,2743871.0,0.0,0.0,1026266.0,2744139.0,19723106.0,21514938.0,0.0,36921344.0,0.0,0.0,0.0,19136512.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0,1244.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6375.0,0.0,0.0,0.0,39.0,0.0,0.0,7763795968.0,1667461120.0,19148554240.0,71367798784.0,0.0,0.0
1556187259.270,29.981,5.761,62.444,0.127,0.0,1.687,3822183.0,2058900.0,8458095.0,2367020.0,0.0,0.0,934454.0,2734262.0,1074678.0,2753926.0,1150921.0,2746491.0,0.0,0.0,1035393.0,2753215.0,19751998.0,21564625.0,0.0,51187712.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6715.0,0.0,0.0,0.0,0.0,0.0,0.0,7767339008.0,1667461120.0,19160035328.0,71352774656.0,0.0,0.0
1556187260.269,33.612,6.324,58.106,0.449,0.0,1.509,3831072.0,2054892.0,8459544.0,2373118.0,0.0,0.0,935748.0,2740302.0,1065157.0,2742036.0,1144363.0,2745303.0,0.0,0.0,1022977.0,2741861.0,19716271.0,21528516.0,0.0,301015040.0,0.0,0.0,0.0,86016.0,0.0,0.0,0.0,916.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10848.0,0.0,0.0,0.0,8.0,0.0,0.0,7765860352.0,1667461120.0,19430834176.0,71083454464.0,0.0,0.0
1556187261.269,29.942,6.206,62.124,0.288,0.0,1.440,3835974.0,2063406.0,8457515.0,2372077.0,0.0,0.0,941894.0,2736731.0,1072286.0,2752701.0,1156842.0,2748683.0,0.0,0.0,1027310.0,2746298.0,19763951.0,21581938.0,0.0,116891648.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8189.0,0.0,0.0,0.0,0.0,0.0,0.0,7770550272.0,1667461120.0,19182841856.0,71326756864.0,0.0,0.0
1556187262.269,28.635,6.232,63.343,0.064,0.0,1.726,3831647.0,2060000.0,8458115.0,2368017.0,0.0,0.0,940366.0,2741663.0,1074044.0,2751136.0,1154229.0,2748905.0,0.0,0.0,1028365.0,2746460.0,19766106.0,21563385.0,0.0,36913152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6312.0,0.0,0.0,0.0,0.0,0.0,0.0,7767482368.0,1667461120.0,19194871808.0,71317794816.0,0.0,0.0
1556187263.269,28.926,6.198,62.683,0.127,0.0,2.066,3820958.0,2054711.0,8455164.0,2363280.0,0.0,0.0,937287.0,2737050.0,1066443.0,2743366.0,1147156.0,2743991.0,0.0,0.0,1022724.0,2742006.0,19699349.0,21510934.0,0.0,36593664.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6300.0,0.0,0.0,0.0,0.0,0.0,0.0,7767076864.0,1667461120.0,19206365184.0,71306706944.0,0.0,0.0
1556187264.269,28.708,6.796,62.623,0.095,0.0,1.778,3804239.0,2053231.0,8456780.0,2361647.0,0.0,0.0,935835.0,2737372.0,1064523.0,2743324.0,1151596.0,2746489.0,0.0,0.0,1020286.0,2738662.0,19693520.0,21494139.0,0.0,36716544.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6316.0,0.0,0.0,0.0,0.0,0.0,0.0,7768055808.0,1667461120.0,19218407424.0,71293685760.0,0.0,0.0
1556187265.269,28.562,5.860,63.433,0.128,0.0,2.017,3856289.0,2067110.0,8458201.0,2374618.0,0.0,0.0,945676.0,2745073.0,1070923.0,2748564.0,1150516.0,2745633.0,0.0,0.0,1029214.0,2747116.0,19773745.0,21589704.0,0.0,36622336.0,0.0,0.0,0.0,24576.0,0.0,0.0,0.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6353.0,0.0,0.0,0.0,3.0,0.0,0.0,7767347200.0,1667461120.0,19230519296.0,71282282496.0,0.0,0.0
1556187266.270,28.820,5.436,63.718,0.129,0.0,1.898,3808699.0,2052583.0,8455957.0,2364790.0,0.0,0.0,932689.0,2734934.0,1067041.0,2744804.0,1140888.0,2735920.0,0.0,0.0,1028893.0,2746266.0,19689945.0,21494905.0,0.0,36716544.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6336.0,0.0,0.0,0.0,0.0,0.0,0.0,7766478848.0,1667461120.0,19243847680.0,71269822464.0,0.0,0.0
1556187267.269,29.348,6.010,62.628,0.064,0.0,1.950,3841887.0,2073043.0,8458984.0,2376118.0,0.0,0.0,940669.0,2738615.0,1076578.0,2751638.0,1151973.0,2744312.0,0.0,0.0,1034770.0,2748034.0,19774500.0,21594633.0,0.0,37031936.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6337.0,0.0,0.0,0.0,0.0,0.0,0.0,7768350720.0,1667461120.0,19255169024.0,71256629248.0,0.0,0.0
1556187268.270,28.392,6.045,63.698,0.161,0.0,1.704,3812067.0,2050946.0,8456383.0,2357419.0,0.0,0.0,941340.0,2741318.0,1065887.0,2744218.0,1142715.0,2742308.0,0.0,0.0,1020787.0,2743029.0,19701630.0,21491864.0,0.0,36188160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6187.0,0.0,0.0,0.0,0.0,0.0,0.0,7767838720.0,1667461120.0,19267686400.0,71244623872.0,0.0,0.0
