/*** CONFIGURATION INFORMATION ***/
"Linux dstat"
"netSpeed = 1000"
"netBandwidth = 1250000"
"netFullDuplex = full"
"netSpeed.eno1 = 1000"
"netBandwidth.eno1 = 1250000"
"netFullDuplex.eno1 = full"
"netSpeed.veth25ef036 = 10000"
"netBandwidth.veth25ef036 = 12500000"
"netFullDuplex.veth25ef036 = full"
"netSpeed.veth3cfd72a = 10000"
"netBandwidth.veth3cfd72a = 12500000"
"netFullDuplex.veth3cfd72a = full"
"netSpeed.veth43c2c0b = 10000"
"netBandwidth.veth43c2c0b = 12500000"
"netFullDuplex.veth43c2c0b = full"
"netSpeed.veth61d4493 = 10000"
"netBandwidth.veth61d4493 = 12500000"
"netFullDuplex.veth61d4493 = full"
"netSpeed.veth6cf8177 = 10000"
"netBandwidth.veth6cf8177 = 12500000"
"netFullDuplex.veth6cf8177 = full"
"netSpeed.veth780f7ba = 10000"
"netBandwidth.veth780f7ba = 12500000"
"netFullDuplex.veth780f7ba = full"
"netSpeed.veth81a41d2 = 10000"
"netBandwidth.veth81a41d2 = 12500000"
"netFullDuplex.veth81a41d2 = full"
"netSpeed.vethb01d35b = 10000"
"netBandwidth.vethb01d35b = 12500000"
"netFullDuplex.vethb01d35b = full"
"netSpeed.vethb182e81 = 10000"
"netBandwidth.vethb182e81 = 12500000"
"netFullDuplex.vethb182e81 = full"
"netSpeed.vethccae9ea = 10000"
"netBandwidth.vethccae9ea = 12500000"
"netFullDuplex.vethccae9ea = full"
"netSpeed.vethec3264c = 10000"
"netBandwidth.vethec3264c = 12500000"
"netFullDuplex.vethec3264c = full"
"os_name = Ubuntu 16.04.5 LTS"
"cpu_model = Intel(R) Xeon(R) Gold 5217 CPU @ 3.00GHz"
"cpu_cores = 32"
"cpu_sockets = 2"
"cpu_cores_per_socket = 8"
"cpu_threads_per_core = 2"
"memory_size = 97605088"
"swap_size = 1003516"
"timezoneOffset = -07:00"
"timezoneAbbrev = PDT"
"list_of_ssd = nvme0n1(INTEL SSDPE2KX040T8                     ), nvme1n1(INTEL SSDPE2KX040T8                     ), sda(INTEL SSDSCKJB48)"
"list_of_hdd = none"
"pagesize = 4096"
"list_of_md = "
"dataVersion = 6"
"comment = "

/*** START OF PROFILING OUTPUT ***/
"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","server02",,,,"User:","builder"
"Cmdline:","dstat --nocolor --noheaders --epoch --cpu --net -N eno1,veth25ef036,veth3cfd72a,veth43c2c0b,veth61d4493,veth6cf8177,veth780f7ba,veth81a41d2,vethb01d35b,vethb182e81,vethccae9ea,vethec3264c,total -dD nvme0n1,nvme1n1,sda,loop0 --disk-time --disk-queue --io --mem --page --output .tmp_start_collection",,,,"Date:","25 Apr 2019 10:40:01 PDT"

"epoch","total cpu usage",,,,,,"net/eno1",,"net/veth25ef036",,"net/veth3cfd72a",,"net/veth43c2c0b",,"net/veth61d4493",,"net/veth6cf8177",,"net/veth780f7ba",,"net/veth81a41d2",,"net/vethb01d35b",,"net/vethb182e81",,"net/vethccae9ea",,"net/vethec3264c",,"net/total",,"dsk/nvme0n1",,"dsk/nvme1n1",,"dsk/sda",,"dsk/loop0",,"tim/nvme0n1",,"tim/nvme1n1",,"tim/sda",,"tim/loop0",,"qu/nvme0n1","qu/nvme1n1","qu/sda","qu/loop0","io/nvme0n1",,"io/nvme1n1",,"io/sda",,"io/loop0",,"memory usage",,,,"paging",
1556214854.552,50.833,7.399,39.142,0.448,0.0,2.178,10793601.0,5510842.0,2511974.0,7972935.0,2650657.0,8178713.0,2853862.0,7108751.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24474963.0,6564839.0,0.0,0.0,0.0,0.0,2747237.0,7348901.0,53862225.0,59090467.0,0.0,51802112.0,0.0,169897984.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,576.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9358.0,0.0,13797.0,0.0,0.0,0.0,0.0,8739635200.0,1810178048.0,39806656512.0,49591140352.0,0.0,0.0
1556214855.551,50.048,7.541,39.961,0.354,0.0,2.095,10838041.0,5630916.0,2545578.0,8410739.0,2679629.0,7686144.0,2865044.0,7382054.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25190423.0,6658895.0,0.0,0.0,0.0,0.0,2791860.0,7824627.0,54891914.0,60040674.0,0.0,52178944.0,0.0,143986688.0,0.0,28672.0,0.0,0.0,0.0,128.0,0.0,704.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9379.0,0.0,13153.0,0.0,3.0,0.0,0.0,8741085184.0,1810178048.0,39771238400.0,49625108480.0,0.0,0.0
1556214856.551,50.353,7.473,39.577,0.353,0.0,2.245,10938773.0,5641824.0,2514872.0,7778179.0,2720879.0,8550789.0,2860693.0,7649587.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25412582.0,6689422.0,0.0,0.0,0.0,0.0,2835083.0,7640439.0,55309265.0,60568899.0,0.0,51601408.0,0.0,143896576.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,568.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9328.0,0.0,13377.0,0.0,0.0,0.0,0.0,8741003264.0,1810178048.0,39801765888.0,49594662912.0,0.0,0.0
1556214857.551,50.924,7.520,39.028,0.421,0.0,2.107,10910531.0,5654248.0,2565091.0,7817052.0,2665125.0,7690099.0,2914797.0,7926643.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25122418.0,6652465.0,0.0,0.0,0.0,0.0,2779730.0,7832649.0,54954143.0,60108567.0,0.0,120168448.0,0.0,81354752.0,0.0,0.0,0.0,0.0,0.0,428.0,0.0,476.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11516.0,0.0,11558.0,0.0,0.0,0.0,0.0,8746741760.0,1810178048.0,39882649600.0,49508040704.0,0.0,0.0
1556214858.551,52.625,7.445,37.512,0.509,0.0,1.909,10786394.0,5619506.0,2505468.0,7264267.0,2667109.0,7550342.0,2894823.0,7642984.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24303745.0,6561396.0,0.0,0.0,0.0,0.0,2794423.0,7837129.0,53899087.0,58874882.0,0.0,197001216.0,0.0,63983616.0,0.0,58744832.0,0.0,0.0,0.0,636.0,0.0,128.0,0.0,12644.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,12739.0,0.0,10886.0,0.0,125.0,0.0,0.0,8747491328.0,1810178048.0,39937519616.0,49452421120.0,0.0,0.0
1556214859.551,51.035,8.378,37.846,0.542,0.0,2.198,10884018.0,5636124.0,2486028.0,6958302.0,2645903.0,7359735.0,2929028.0,8468769.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24382857.0,6657965.0,0.0,0.0,0.0,0.0,2800698.0,7857885.0,54079730.0,59397718.0,0.0,216264704.0,0.0,65204224.0,0.0,0.0,0.0,0.0,0.0,784.0,0.0,212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13514.0,0.0,11093.0,0.0,0.0,0.0,0.0,8747528192.0,1810178048.0,39941398528.0,49448505344.0,0.0,0.0
1556214860.552,52.898,7.444,37.124,0.538,0.0,1.996,10917677.0,5576878.0,2558473.0,7822242.0,2607952.0,7377313.0,2896956.0,7126917.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23727474.0,6643373.0,0.0,0.0,0.0,0.0,2755263.0,7599892.0,53400118.0,58725184.0,0.0,173813760.0,0.0,135274496.0,0.0,180224.0,0.0,0.0,0.0,864.0,0.0,352.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,12158.0,0.0,12748.0,0.0,13.0,0.0,0.0,8748556288.0,1810182144.0,40005881856.0,49382989824.0,0.0,0.0
1556214861.551,51.291,7.682,38.444,0.452,0.0,2.130,10808965.0,5591395.0,2511026.0,7502676.0,2682924.0,7538335.0,2860714.0,7366582.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23591719.0,6598054.0,0.0,0.0,0.0,0.0,2797352.0,7312829.0,53186584.0,58350525.0,0.0,95850496.0,0.0,139907072.0,0.0,0.0,0.0,0.0,0.0,332.0,0.0,452.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11072.0,0.0,13249.0,0.0,0.0,0.0,0.0,8747028480.0,1810190336.0,39989112832.0,49401278464.0,0.0,0.0
1556214862.552,52.375,7.334,37.835,0.388,0.0,2.068,10901614.0,5618838.0,2509147.0,7574498.0,2680388.0,8027509.0,2875269.0,7639676.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24721801.0,6674995.0,0.0,0.0,0.0,0.0,2806418.0,7618332.0,54441531.0,59663446.0,0.0,76615680.0,0.0,146182144.0,0.0,0.0,0.0,0.0,0.0,232.0,0.0,548.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11052.0,0.0,13483.0,0.0,0.0,0.0,0.0,8747515904.0,1810198528.0,40027668480.0,49362227200.0,0.0,0.0
1556214863.551,51.504,7.774,37.908,0.448,0.0,2.367,10939790.0,5631977.0,2550230.0,7629656.0,2670489.0,7385871.0,2907611.0,7675023.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23847453.0,6671606.0,0.0,0.0,0.0,0.0,2783446.0,7347399.0,53696084.0,58962270.0,0.0,57520128.0,0.0,184655872.0,0.0,0.0,0.0,0.0,0.0,148.0,0.0,1088.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9589.0,0.0,14744.0,0.0,0.0,0.0,0.0,8752140288.0,1810210816.0,40103997440.0,49281261568.0,0.0,0.0
1556214864.552,51.973,6.769,38.884,0.417,0.0,1.957,10779156.0,5548526.0,2515517.0,7554384.0,2681335.0,8515497.0,2823303.0,7089971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24631944.0,6560127.0,0.0,0.0,0.0,0.0,2767189.0,7602075.0,54080966.0,59251588.0,0.0,51265536.0,0.0,154910720.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,632.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9272.0,0.0,14209.0,0.0,0.0,0.0,0.0,8751304704.0,1810214912.0,40097591296.0,49288499200.0,0.0,0.0
1556214865.551,50.324,7.064,39.793,0.486,0.0,2.333,10976746.0,5654071.0,2560351.0,8335674.0,2721508.0,8060918.0,2886471.0,7652015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25204659.0,6712090.0,0.0,0.0,0.0,0.0,2790797.0,7345330.0,55151171.0,60412193.0,0.0,52707328.0,0.0,151531520.0,0.0,28672.0,0.0,0.0,0.0,108.0,0.0,592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9484.0,0.0,13574.0,0.0,3.0,0.0,0.0,8753582080.0,1810219008.0,40104099840.0,49279709184.0,0.0,0.0
1556214866.552,50.990,7.184,39.432,0.447,0.0,1.948,10748226.0,5615471.0,2522909.0,7795833.0,2656789.0,7851188.0,2892406.0,7385424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24747301.0,6532035.0,0.0,0.0,0.0,0.0,2765357.0,7834480.0,54259776.0,59343901.0,0.0,108605440.0,0.0,100716544.0,0.0,0.0,0.0,0.0,0.0,700.0,0.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11096.0,0.0,12138.0,0.0,0.0,0.0,0.0,8749953024.0,1810223104.0,40189833216.0,49197600768.0,0.0,0.0
1556214867.552,52.882,7.319,37.241,0.389,0.0,2.170,10960357.0,5608794.0,2518240.0,7328431.0,2653132.0,7366220.0,2898708.0,8202599.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24559276.0,6703966.0,0.0,0.0,0.0,0.0,2812354.0,7819149.0,54339281.0,59606047.0,0.0,184426496.0,0.0,81367040.0,0.0,0.0,0.0,0.0,0.0,672.0,0.0,248.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12210.0,0.0,12335.0,0.0,0.0,0.0,0.0,8754122752.0,1810223104.0,40259506176.0,49123758080.0,0.0,0.0
1556214868.552,51.727,7.620,38.037,0.517,0.0,2.099,10849870.0,5602923.0,2505273.0,7028172.0,2643358.0,7390683.0,2866093.0,7381814.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23481953.0,6598452.0,0.0,0.0,0.0,0.0,2811073.0,8051118.0,53093311.0,58510293.0,0.0,206422016.0,0.0,69791744.0,0.0,0.0,0.0,0.0,0.0,1044.0,0.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13186.0,0.0,11170.0,0.0,0.0,0.0,0.0,8756756480.0,1810223104.0,40215478272.0,49165152256.0,0.0,0.0
1556214869.552,53.310,7.447,36.251,0.605,0.0,2.387,10930583.0,5648475.0,2524069.0,7510420.0,2665574.0,7388066.0,2911464.0,7932840.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25237266.0,6680004.0,0.0,0.0,0.0,0.0,2804117.0,8351362.0,55063013.0,60099861.0,0.0,191422464.0,0.0,127864832.0,0.0,0.0,0.0,0.0,0.0,452.0,0.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13176.0,0.0,12996.0,0.0,0.0,0.0,0.0,8753840128.0,1810231296.0,40308187136.0,49075351552.0,0.0,0.0
1556214870.551,51.285,7.934,37.988,0.413,0.0,2.380,10933229.0,5646139.0,2515932.0,7828287.0,2706379.0,7885993.0,2863659.0,7100451.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24286754.0,6697395.0,0.0,0.0,0.0,0.0,2791068.0,7615269.0,54080349.0,59328173.0,0.0,109780992.0,0.0,139231232.0,0.0,57344.0,0.0,0.0,0.0,348.0,0.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11429.0,0.0,13352.0,0.0,7.0,0.0,0.0,8759332864.0,1810243584.0,40281837568.0,49096196096.0,0.0,0.0
1556214871.551,50.303,7.980,39.036,0.447,0.0,2.234,10892948.0,5639917.0,2547179.0,7831199.0,2683778.0,8361768.0,2906067.0,7688511.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25272016.0,6619620.0,0.0,0.0,0.0,0.0,2786655.0,7611240.0,55119505.0,60330184.0,0.0,53592064.0,4096.0,146984960.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,840.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9671.0,1.0,13512.0,0.0,0.0,0.0,0.0,8757272576.0,1810255872.0,40327864320.0,49052217344.0,0.0,0.0
1556214872.552,50.032,7.809,39.469,0.454,0.0,2.236,10746440.0,5601188.0,2537111.0,7865465.0,2675577.0,8510223.0,2864258.0,7368911.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24986130.0,6563332.0,0.0,0.0,0.0,0.0,2774326.0,7358750.0,54527176.0,59625856.0,0.0,52961280.0,0.0,171610112.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,732.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9554.0,0.0,14381.0,0.0,0.0,0.0,0.0,8760524800.0,1810264064.0,40395620352.0,48981200896.0,0.0,0.0
1556214873.551,49.450,7.638,40.227,0.388,0.0,2.298,10967478.0,5651523.0,2559151.0,7806711.0,2716321.0,7586501.0,2860566.0,7119756.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23885721.0,6690995.0,0.0,0.0,0.0,0.0,2834789.0,7616975.0,53889491.0,59159675.0,0.0,52228096.0,0.0,136208384.0,0.0,58654720.0,0.0,0.0,0.0,136.0,0.0,368.0,0.0,11956.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9430.0,0.0,13116.0,0.0,120.0,0.0,0.0,8760360960.0,1810276352.0,40398938112.0,48978034688.0,0.0,0.0
1556214874.551,50.687,7.255,39.597,0.415,0.0,2.045,10903922.0,5605982.0,2533009.0,8350451.0,2680698.0,8173134.0,2874360.0,7387659.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25342899.0,6690103.0,0.0,0.0,0.0,0.0,2785259.0,7654101.0,55071848.0,60382098.0,0.0,53190656.0,0.0,148717568.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,512.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9618.0,0.0,13179.0,0.0,0.0,0.0,0.0,8760557568.0,1810284544.0,40447553536.0,48929214464.0,0.0,0.0
1556214875.551,52.227,7.962,37.220,0.537,0.0,2.054,10823782.0,5640525.0,2541024.0,8069579.0,2673993.0,7707404.0,2882979.0,7675615.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25838830.0,6574913.0,0.0,0.0,0.0,0.0,2819128.0,8497600.0,55584671.0,60647203.0,0.0,122949632.0,0.0,131883008.0,0.0,143360.0,0.0,0.0,0.0,480.0,0.0,336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11484.0,0.0,13178.0,0.0,9.0,0.0,0.0,8761151488.0,1810288640.0,40522059776.0,48854110208.0,0.0,0.0
1556214876.551,51.751,7.420,38.323,0.450,0.0,2.056,10950443.0,5647231.0,2473394.0,6973792.0,2658763.0,8025006.0,2930500.0,7925304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24380858.0,6724368.0,0.0,0.0,0.0,0.0,2811022.0,7623621.0,54189046.0,59475915.0,0.0,184492032.0,0.0,65830912.0,0.0,0.0,0.0,0.0,0.0,840.0,0.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12513.0,0.0,11188.0,0.0,0.0,0.0,0.0,8763752448.0,1810292736.0,40562286592.0,48811278336.0,0.0,0.0
1556214877.551,52.512,7.104,37.920,0.512,0.0,1.952,10763645.0,5583060.0,2518842.0,7500295.0,2599384.0,7177424.0,2881569.0,7645026.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24086726.0,6545263.0,0.0,0.0,0.0,0.0,2758106.0,7789902.0,53464387.0,58514016.0,0.0,202522624.0,0.0,63836160.0,0.0,0.0,0.0,0.0,0.0,1016.0,0.0,192.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13094.0,0.0,10841.0,0.0,0.0,0.0,0.0,8762720256.0,1810292736.0,40577499136.0,48797097984.0,0.0,0.0
1556214878.551,52.902,7.781,36.767,0.574,0.0,1.977,10899792.0,5625786.0,2517814.0,7294273.0,2690347.0,7403048.0,2840913.0,7894052.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24558967.0,6610756.0,0.0,0.0,0.0,0.0,2841561.0,8143900.0,54287112.0,59518905.0,0.0,177815552.0,0.0,130674688.0,0.0,0.0,0.0,0.0,0.0,552.0,0.0,416.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12548.0,0.0,12966.0,0.0,0.0,0.0,0.0,8763080704.0,1810300928.0,40635875328.0,48738353152.0,0.0,0.0
1556214879.551,51.191,7.695,38.699,0.419,0.0,1.996,10926709.0,5575910.0,2537173.0,7790581.0,2646594.0,8009476.0,2893552.0,7371003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24661278.0,6711960.0,0.0,0.0,0.0,0.0,2742424.0,7608661.0,54294979.0,59572689.0,0.0,93499392.0,0.0,138784768.0,0.0,0.0,0.0,0.0,0.0,456.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10644.0,0.0,13096.0,0.0,0.0,0.0,0.0,8764268544.0,1810305024.0,40610734080.0,48762302464.0,0.0,0.0
1556214880.551,50.610,7.322,39.531,0.417,0.0,2.119,10721531.0,5598591.0,2482762.0,7996164.0,2718068.0,7901805.0,2820921.0,7340335.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24525877.0,6525733.0,0.0,0.0,0.0,0.0,2801702.0,7399480.0,54011594.0,59099812.0,0.0,52953088.0,0.0,147464192.0,0.0,77824.0,0.0,0.0,0.0,148.0,0.0,620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9512.0,0.0,13218.0,0.0,7.0,0.0,0.0,8765321216.0,1810309120.0,40656207872.0,48715771904.0,0.0,0.0
1556214881.552,51.306,7.302,38.968,0.378,0.0,2.046,10895402.0,5586247.0,2520676.0,7519623.0,2666545.0,8025748.0,2870427.0,7377662.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24132194.0,6662054.0,0.0,0.0,0.0,0.0,2753969.0,7329833.0,53736214.0,59000066.0,0.0,51699712.0,0.0,140677120.0,0.0,0.0,0.0,0.0,0.0,144.0,0.0,376.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9322.0,0.0,13130.0,0.0,0.0,0.0,0.0,8765599744.0,1810317312.0,40696250368.0,48675442688.0,0.0,0.0
1556214882.551,51.574,7.997,37.909,0.409,0.0,2.110,10989894.0,5710732.0,2592121.0,8108858.0,2703212.0,8203236.0,2928596.0,7415449.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25345979.0,6700203.0,0.0,0.0,0.0,0.0,2816591.0,7841851.0,55451721.0,60684853.0,0.0,52862976.0,0.0,141156352.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,636.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9563.0,0.0,13216.0,0.0,0.0,0.0,0.0,8767418368.0,1810321408.0,40803024896.0,48566845440.0,0.0,0.0
1556214883.552,52.710,7.143,37.691,0.415,0.0,2.041,10681965.0,5566374.0,2477729.0,8022104.0,2689983.0,7886395.0,2812424.0,7881473.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25293600.0,6478220.0,0.0,0.0,0.0,0.0,2811691.0,7607096.0,54646175.0,59701626.0,0.0,73302016.0,0.0,143708160.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10853.0,0.0,13396.0,0.0,0.0,0.0,0.0,8767938560.0,1810321408.0,40762724352.0,48606625792.0,0.0,0.0
1556214884.551,52.806,7.590,37.172,0.487,0.0,1.946,10901974.0,5572852.0,2490999.0,7257039.0,2637912.0,7676375.0,2850561.0,7093356.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23813556.0,6710723.0,0.0,0.0,0.0,0.0,2768978.0,7836512.0,53325385.0,58609653.0,0.0,133394432.0,0.0,142385152.0,0.0,0.0,0.0,0.0,0.0,756.0,0.0,660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11711.0,0.0,13466.0,0.0,0.0,0.0,0.0,8770469888.0,1810325504.0,40855834624.0,48510980096.0,0.0,0.0
1556214885.552,52.643,7.866,37.197,0.510,0.0,1.783,10924426.0,5641067.0,2543030.0,7546803.0,2661414.0,7386710.0,2910858.0,7933968.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24302228.0,6637329.0,0.0,0.0,0.0,0.0,2794275.0,7636282.0,54114558.0,59357966.0,0.0,178139136.0,0.0,78540800.0,0.0,28672.0,0.0,0.0,0.0,880.0,0.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12519.0,0.0,10994.0,0.0,3.0,0.0,0.0,8769253376.0,1810325504.0,40858353664.0,48509677568.0,0.0,0.0
1556214886.551,52.593,8.195,36.748,0.512,0.0,1.953,10879604.0,5570801.0,2516688.0,7535708.0,2629141.0,7353954.0,2886155.0,7378954.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24206455.0,6648504.0,0.0,0.0,0.0,0.0,2758983.0,8053598.0,53759801.0,59004787.0,0.0,205987840.0,0.0,77234176.0,0.0,0.0,0.0,0.0,0.0,704.0,0.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12929.0,0.0,11467.0,0.0,0.0,0.0,0.0,8778362880.0,1810329600.0,40882900992.0,48476016640.0,0.0,0.0
1556214887.552,52.922,7.354,37.412,0.546,0.0,1.766,10940768.0,5629276.0,2514924.0,7323050.0,2682974.0,7877299.0,2891728.0,7914109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24283873.0,6664914.0,0.0,0.0,0.0,0.0,2780957.0,7360766.0,54047886.0,59330709.0,0.0,165519360.0,0.0,121663488.0,0.0,0.0,0.0,0.0,0.0,952.0,0.0,404.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12678.0,0.0,12768.0,0.0,0.0,0.0,0.0,8775208960.0,1810341888.0,40940929024.0,48421130240.0,0.0,0.0
1556214888.551,52.073,7.972,37.608,0.546,0.0,1.800,10749902.0,5591896.0,2490037.0,7550560.0,2652751.0,7847002.0,2887815.0,7375680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24282024.0,6541706.0,0.0,0.0,0.0,0.0,2790868.0,7592630.0,53757022.0,58837923.0,0.0,122130432.0,0.0,143921152.0,0.0,58671104.0,0.0,0.0,0.0,592.0,0.0,324.0,0.0,11900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11600.0,0.0,13574.0,0.0,124.0,0.0,0.0,8772648960.0,1810350080.0,40949596160.0,48415014912.0,0.0,0.0
1556214889.551,50.710,7.360,39.413,0.420,0.0,2.098,10978183.0,5657495.0,2589714.0,8372031.0,2670845.0,7850426.0,2913467.0,7598177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25229071.0,6747624.0,0.0,0.0,0.0,0.0,2775365.0,7587188.0,55186734.0,60452466.0,0.0,60850176.0,4096.0,152395776.0,0.0,0.0,0.0,0.0,0.0,240.0,0.0,908.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9851.0,1.0,13616.0,0.0,0.0,0.0,0.0,8776806400.0,1810362368.0,40956923904.0,48403517440.0,0.0,0.0
1556214890.551,51.230,7.864,38.511,0.421,0.0,1.974,10850179.0,5642320.0,2541524.0,8345562.0,2712196.0,7746684.0,2857920.0,7725344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25487486.0,6588773.0,0.0,0.0,0.0,0.0,2797819.0,7855520.0,55243092.0,60411237.0,0.0,51142656.0,0.0,131575808.0,0.0,196608.0,0.0,0.0,0.0,136.0,0.0,528.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9190.0,0.0,14006.0,0.0,13.0,0.0,0.0,8778395648.0,1810366464.0,40987951104.0,48370896896.0,0.0,0.0
1556214891.551,50.852,7.571,38.864,0.442,0.0,2.271,10960167.0,5684658.0,2536903.0,7573270.0,2695660.0,8030938.0,2925204.0,8205180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25525641.0,6724739.0,0.0,0.0,0.0,0.0,2812805.0,7874768.0,55494598.0,60711501.0,0.0,51478528.0,0.0,144818176.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,624.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9278.0,0.0,13602.0,0.0,0.0,0.0,0.0,8776241152.0,1810370560.0,41092280320.0,48268718080.0,0.0,0.0
